"x","y","X","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An","Labels","Zone"
88.5,221.5,139089,4,5101,3964,5,38,24,46,8,411,6098,57,80.8817072280816,"SK394AZone19a",1
88.5,222.5,138589,4,5232,3923,8,46,24,62,5,473,6135,49,80.0510245048064,"SK394AZone19a",1
88.5,431.5,34089,4,5212,3893,4,36,17,39,9,538,6418,53,79.4432078780197,"SK394AZone5a",4
88.5,432.5,33589,4,5167,3713,5,45,22,33,12,666,6504,41,75.7963081172993,"SK394AZone5a",4
88.5,433.5,33089,4,5214,3915,2,36,14,56,10,466,6345,44,79.8889400709966,"SK394AZone5a",4
88.5,434.5,32589,4,5025,3814,3,56,20,43,7,522,6518,50,77.8426240941479,"SK394AZone5a",4
88.5,435.5,32089,4,5033,3799,4,34,13,48,6,539,6543,50,77.5387157807546,"SK394AZone5a",4
88.5,436.5,31589,4,5186,3740,12,42,18,66,9,623,6616,44,76.3433430814073,"SK394AZone5a",4
88.5,437.5,31089,4,5063,3823,7,45,25,42,6,504,6392,47,78.0249690821839,"SK394AZone5a",4
88.5,438.5,30589,4,5270,3708,4,28,29,51,4,617,6402,52,75.6950053461681,"SK394AZone5a",4
88.5,439.5,30089,4,5166,3830,5,31,24,35,9,510,6498,38,78.1667929617675,"SK394AZone5a",4
88.5,443.5,28089,4,5295,3991,9,41,19,32,11,407,6271,47,81.4287421921896,"SK394AZone5a",4
88.5,444.5,27589,4,4974,3838,6,48,16,50,9,548,6281,43,78.3288773955773,"SK394AZone5a",4
88.5,445.5,27089,4,4824,3596,5,57,38,67,5,660,6775,41,73.425823272831,"SK394AZone5a",4
88.5,446.5,26589,4,5068,3662,5,42,23,46,9,647,6409,46,74.7630198517618,"SK394AZone5a",4
88.5,447.5,26089,4,5073,3885,4,39,11,52,9,494,6303,54,79.2811234442099,"SK394AZone5a",4
88.5,448.5,25589,4,5078,3847,4,55,25,49,4,490,6382,54,78.5112223836133,"SK394AZone5a",4
88.5,449.5,25089,4,5255,3969,5,58,13,47,11,468,6390,54,80.9830099992127,"SK394AZone5a",4
88.5,450.5,24589,4,5221,4008,11,38,12,43,9,498,6472,48,81.7731716140355,"SK394AZone5a",4
88.5,451.5,24089,4,5071,3896,6,56,12,43,5,448,6249,59,79.5039895406983,"SK394AZone5a",4
89.5,212.5,143590,4,5177,3929,4,49,24,64,6,471,6253,57,80.1725878301637,"SK394AZone19a",1
89.5,213.5,143090,4,5290,3983,4,35,23,49,8,432,6363,49,81.2666577583798,"SK394AZone19a",1
89.5,215.5,142090,4,4867,3787,8,38,18,47,10,531,6173,45,77.2955891300399,"SK394AZone19a",1
89.5,216.5,141590,4,5250,4267,8,40,12,52,13,401,6172,64,87.0206551586276,"SK394AZone19a",1
89.5,217.5,141090,4,5306,4153,6,48,19,53,5,468,6108,35,84.710951976838,"SK394AZone19a",1
89.5,218.5,140590,4,5244,3954,7,40,21,49,4,441,6535,50,80.6791016858193,"SK394AZone19a",1
89.5,219.5,140090,4,5230,4086,9,55,18,52,4,452,6415,59,83.353494843681,"SK394AZone19a",1
89.5,220.5,139590,4,5238,4122,2,35,21,43,7,405,6174,48,84.082874795825,"SK394AZone19a",1
89.5,221.5,139090,4,5097,3932,3,47,16,38,2,413,6258,55,80.2333694928424,"SK394AZone19a",1
89.5,222.5,138590,4,5034,3890,11,53,20,71,7,471,6073,40,79.382426215341,"SK394AZone19a",1
89.5,431.5,34090,4,5241,3877,5,42,12,30,7,472,6240,44,79.1190390104001,"SK394AZone5a",4
89.5,432.5,33590,4,5075,3809,3,47,19,41,6,617,6492,38,77.7413213230168,"SK394AZone5a",4
89.5,433.5,33090,4,5099,4078,5,37,19,52,7,434,6381,46,83.1914104098712,"SK394AZone5a",4
89.5,434.5,32590,4,5109,3693,2,35,22,43,5,553,6375,44,75.3910970327748,"SK394AZone5a",4
89.5,435.5,32090,4,5121,3866,3,35,17,46,9,586,6500,43,78.8961729139116,"SK394AZone5a",4
89.5,436.5,31590,4,5155,3983,6,29,18,26,6,474,6355,49,81.2666577583798,"SK394AZone5a",4
89.5,437.5,31090,4,5144,3769,6,33,22,37,6,604,6515,47,76.9308991539678,"SK394AZone5a",4
89.5,438.5,30590,4,5123,3670,6,34,25,49,3,622,6407,44,74.9251042855716,"SK394AZone5a",4
89.5,439.5,30090,4,5181,3841,4,34,21,41,6,542,6341,60,78.389659058256,"SK394AZone5a",4
89.5,441.5,29090,4,5328,3928,8,45,15,47,6,445,6317,47,80.1523272759375,"SK394AZone5a",4
89.5,442.5,28590,4,5106,3689,6,33,21,42,10,583,6494,51,75.3100548158699,"SK394AZone5a",4
89.5,443.5,28090,4,4968,3658,3,41,22,49,5,627,6522,44,74.6819776348569,"SK394AZone5a",4
89.5,444.5,27590,4,4822,3608,4,49,20,88,8,590,6457,44,73.6689499235457,"SK394AZone5a",4
89.5,446.5,26590,4,5111,3821,6,51,16,43,5,533,6418,44,77.9844479737315,"SK394AZone5a",4
89.5,447.5,26090,4,5099,3869,6,43,30,35,4,531,6434,39,78.9569545765903,"SK394AZone5a",4
89.5,448.5,25590,4,5226,3949,6,50,22,37,10,500,6265,60,80.5777989146882,"SK394AZone5a",4
89.5,449.5,25090,4,5312,3897,7,42,20,48,8,500,6538,40,79.5242500949246,"SK394AZone5a",4
89.5,450.5,24590,4,5174,4009,4,50,19,35,10,487,6489,50,81.7934321682617,"SK394AZone5a",4
89.5,451.5,24090,4,5196,3946,5,33,24,47,7,484,6248,63,80.5170172520096,"SK394AZone5a",4
9.5,136.5,181510,4,5228,3864,6,31,18,37,10,519,6535,52,78.8556518054591,"SK394AZone9a",3
9.5,137.5,181010,4,5099,3952,8,46,18,39,12,441,6289,37,80.6385805773669,"SK394AZone9a",3
9.5,138.5,180510,4,5191,3968,9,47,20,47,9,480,6412,34,80.9627494449865,"SK394AZone9a",3
9.5,139.5,180010,4,5082,3998,6,40,14,92,4,447,6244,51,81.5705660717732,"SK394AZone9a",3
9.5,140.5,179510,4,5398,4090,10,45,17,45,8,435,6296,40,83.4345370605859,"SK394AZone9a",3
9.5,141.5,179010,4,5238,4176,3,38,17,45,10,388,6366,39,85.1769447240412,"SK394AZone9a",3
9.5,142.5,178510,4,5415,3983,6,46,17,41,6,409,6243,49,81.2666577583798,"SK394AZone9a",3
9.5,143.5,178010,4,5159,3946,4,37,13,52,5,513,6297,50,80.5170172520096,"SK394AZone9a",3
9.5,144.5,177510,4,5142,3951,3,42,25,43,8,482,6348,47,80.6183200231407,"SK394AZone9a",3
9.5,145.5,177010,4,5056,3974,4,45,23,47,7,461,6297,52,81.0843127703438,"SK394AZone9a",3
9.5,146.5,176510,4,5259,4067,6,56,11,75,11,366,6348,53,82.9685443133827,"SK394AZone9a",3
9.5,151.5,174010,4,5283,4090,9,43,12,67,4,350,6436,47,83.4345370605859,"SK394AZone9a",3
9.5,152.5,173510,4,5425,3955,7,40,13,49,7,471,6472,42,80.6993622400456,"SK394AZone9a",3
9.5,153.5,173010,4,5268,3988,4,50,20,36,9,416,6268,47,81.367960529511,"SK394AZone9a",3
9.5,154.5,172510,4,5101,4171,5,40,20,37,9,375,6204,39,85.07564195291,"SK394AZone9a",3
9.5,155.5,172010,4,5210,4071,5,44,21,44,6,470,6304,39,83.0495865302876,"SK394AZone9a",3
9.5,156.5,171510,4,5202,3852,7,47,22,42,7,530,6299,47,78.6125251547445,"SK394AZone9a",3
90.5,209.5,145091,4,5243,3835,5,55,13,58,8,452,6464,53,78.2680957328986,"SK394AZone19a",1
90.5,210.5,144591,4,5002,3820,8,54,31,86,10,469,6602,46,77.9641874195053,"SK394AZone19a",1
90.5,211.5,144091,4,5086,3894,7,51,25,53,12,484,6417,55,79.4634684322459,"SK394AZone19a",1
90.5,212.5,143591,4,5263,4051,6,41,17,52,8,447,6238,46,82.6443754457631,"SK394AZone19a",1
90.5,213.5,143091,4,5039,4007,11,42,19,72,6,377,6197,43,81.7529110598092,"SK394AZone19a",1
90.5,214.5,142591,4,5040,3783,3,47,24,55,7,504,6387,50,77.214546913135,"SK394AZone19a",1
90.5,215.5,142091,4,5252,3701,1,32,24,46,5,575,6342,39,75.5531814665846,"SK394AZone19a",1
90.5,216.5,141591,4,5306,3976,7,40,18,35,6,438,6203,36,81.1248338787963,"SK394AZone19a",1
90.5,217.5,141091,4,5222,4067,6,39,18,42,13,418,6266,37,82.9685443133827,"SK394AZone19a",1
90.5,218.5,140591,4,5159,3969,5,37,18,47,12,393,6092,46,80.9830099992127,"SK394AZone19a",1
90.5,219.5,140091,4,5264,4121,3,45,25,43,6,414,6289,43,84.0626142415988,"SK394AZone19a",1
90.5,220.5,139591,4,5190,3980,7,42,16,43,5,450,6284,35,81.2058760957012,"SK394AZone19a",1
90.5,221.5,139091,4,5199,3881,4,48,24,54,5,476,6580,46,79.200081227305,"SK394AZone19a",1
90.5,431.5,34091,4,5060,3645,5,52,21,49,9,578,6385,59,74.418590429916,"SK394AZone5a",4
90.5,432.5,33591,4,5111,3801,5,44,19,50,9,531,6414,42,77.579236889207,"SK394AZone5a",4
90.5,433.5,33091,4,5119,3845,7,43,19,48,7,520,6392,56,78.4707012751609,"SK394AZone5a",4
90.5,434.5,32591,4,5293,3872,5,45,22,50,7,525,6301,38,79.0177362392689,"SK394AZone5a",4
90.5,435.5,32091,4,5201,3871,8,38,15,52,8,422,6093,38,78.9974756850427,"SK394AZone5a",4
90.5,436.5,31591,4,5083,3768,6,31,24,43,7,417,6110,45,76.9106385997416,"SK394AZone5a",4
90.5,437.5,31091,4,5081,3841,11,24,17,40,5,589,6431,54,78.389659058256,"SK394AZone5a",4
90.5,438.5,30591,4,4917,3616,7,64,33,68,16,590,6268,50,73.8310343573555,"SK394AZone5a",4
90.5,439.5,30091,4,5302,3937,4,50,22,46,9,399,6225,45,80.3346722639735,"SK394AZone5a",4
90.5,440.5,29591,4,5300,3927,7,38,24,37,7,433,6331,46,80.1320667217113,"SK394AZone5a",4
90.5,441.5,29091,4,5339,3759,8,43,17,38,3,566,6368,41,76.7282936117056,"SK394AZone5a",4
90.5,442.5,28591,4,4985,3561,5,43,25,46,11,621,6508,64,72.7167038749132,"SK394AZone5a",4
90.5,443.5,28091,4,4945,3676,6,57,20,77,11,627,6524,46,75.046667610929,"SK394AZone5a",4
90.5,444.5,27591,4,5003,3686,5,36,21,42,12,644,6683,42,75.2492731531912,"SK394AZone5a",4
90.5,445.5,27091,4,5122,3717,1,33,30,53,7,574,6513,43,75.8773503342042,"SK394AZone5a",4
90.5,446.5,26591,4,5015,3737,2,45,16,47,9,642,6391,49,76.2825614187286,"SK394AZone5a",4
90.5,448.5,25591,4,5141,3968,4,47,29,64,9,405,6225,39,80.9627494449865,"SK394AZone5a",4
90.5,449.5,25091,4,5143,3925,1,36,18,37,6,451,6284,64,80.0915456132588,"SK394AZone5a",4
90.5,450.5,24591,4,5255,3944,7,48,25,47,3,426,6271,45,80.4764961435571,"SK394AZone5a",4
90.5,451.5,24091,4,5136,3897,3,53,14,34,9,529,6327,42,79.5242500949246,"SK394AZone5a",4
91.5,210.5,144592,4,5090,3906,7,42,19,59,3,430,6092,48,79.7065950829606,"SK394AZone19a",1
91.5,211.5,144092,4,5109,3978,4,42,23,34,5,454,6389,47,81.1653549872487,"SK394AZone19a",1
91.5,212.5,143592,4,5192,3958,7,39,20,37,5,409,6402,47,80.7601439027242,"SK394AZone19a",1
91.5,213.5,143092,4,5150,3863,10,44,24,48,7,534,6358,50,78.8353912512329,"SK394AZone19a",1
91.5,214.5,142592,4,5282,4061,5,53,16,35,10,427,6181,35,82.8469809880254,"SK394AZone19a",1
91.5,215.5,142092,4,5165,4110,6,42,14,50,9,435,6321,46,83.8397481451103,"SK394AZone19a",1
91.5,216.5,141592,4,5316,4071,3,39,23,47,17,441,6342,38,83.0495865302876,"SK394AZone19a",1
91.5,217.5,141092,4,4957,3839,7,44,30,45,4,430,6127,47,78.3491379498035,"SK394AZone19a",1
91.5,218.5,140592,4,5108,3938,3,33,18,29,10,461,6321,55,80.3549328181998,"SK394AZone19a",1
91.5,219.5,140092,4,5182,3974,4,39,19,59,7,486,6297,37,81.0843127703438,"SK394AZone19a",1
91.5,220.5,139592,4,5153,3963,6,46,17,49,5,484,6360,64,80.8614466738554,"SK394AZone19a",1
91.5,221.5,139092,4,5174,3868,3,51,16,60,8,461,6440,60,78.936694022364,"SK394AZone19a",1
91.5,430.5,34592,4,5110,3886,5,48,19,39,2,497,6574,52,79.3013839984361,"SK394AZone5a",4
91.5,431.5,34092,4,4959,3604,7,39,17,35,6,616,6539,46,73.5879077066408,"SK394AZone5a",4
91.5,432.5,33592,4,4943,3581,9,49,21,50,4,657,6560,54,73.1219149594376,"SK394AZone5a",4
91.5,433.5,33092,4,5035,3690,9,49,18,54,11,591,6558,47,75.3303153700961,"SK394AZone5a",4
91.5,434.5,32592,4,5240,3833,4,36,19,45,7,464,6401,51,78.2275746244462,"SK394AZone5a",4
91.5,435.5,32092,4,5197,3824,6,36,18,41,9,562,6335,44,78.0452296364102,"SK394AZone5a",4
91.5,436.5,31592,4,5318,3960,5,30,17,47,6,470,6467,53,80.8006650111767,"SK394AZone5a",4
91.5,437.5,31092,4,5151,3890,5,60,21,88,10,408,6165,48,79.382426215341,"SK394AZone5a",4
91.5,438.5,30592,4,5340,4164,5,53,19,48,11,399,6210,37,84.9338180733265,"SK394AZone5a",4
91.5,439.5,30092,4,5299,4115,5,39,21,52,9,421,6291,48,83.9410509162415,"SK394AZone5a",4
91.5,440.5,29592,4,5193,3846,4,31,18,47,10,609,6600,51,78.4909618293871,"SK394AZone5a",4
91.5,441.5,29092,4,4955,3536,3,52,15,65,10,653,6486,46,72.2101900192576,"SK394AZone5a",4
91.5,442.5,28592,4,4960,3636,6,43,17,70,10,620,6375,38,74.23624544188,"SK394AZone5a",4
91.5,443.5,28092,4,5182,3585,7,46,20,38,12,607,6576,48,73.2029571763425,"SK394AZone5a",4
91.5,444.5,27592,4,5003,3643,6,42,25,56,6,675,6543,47,74.3780693214636,"SK394AZone5a",4
91.5,445.5,27092,4,5108,3669,3,34,25,40,8,610,6573,54,74.9048437313454,"SK394AZone5a",4
91.5,446.5,26592,4,5111,3835,6,42,24,47,9,551,6425,51,78.2680957328986,"SK394AZone5a",4
91.5,447.5,26092,4,5162,3910,6,38,25,49,7,501,6349,35,79.7876372998655,"SK394AZone5a",4
91.5,448.5,25592,4,5048,3881,7,45,23,34,8,322,6285,44,79.200081227305,"SK394AZone5a",4
91.5,449.5,25092,4,5181,3895,2,37,16,44,8,448,6293,49,79.4837289864721,"SK394AZone5a",4
91.5,450.5,24592,4,5313,3999,6,56,21,44,6,463,6250,43,81.5908266259994,"SK394AZone5a",4
91.5,451.5,24092,4,4987,3660,4,54,29,33,7,604,6548,48,74.7224987433094,"SK394AZone5a",4
92.5,212.5,143593,4,5200,3914,5,55,24,53,10,526,6375,49,79.8686795167704,"SK394AZone19a",1
92.5,214.5,142593,4,5058,3892,5,48,21,59,8,517,6381,44,79.4229473237934,"SK394AZone19a",1
92.5,215.5,142093,4,5203,3983,4,28,27,48,6,413,6339,35,81.2666577583798,"SK394AZone19a",1
92.5,216.5,141593,4,5252,3963,13,36,21,39,8,477,6230,44,80.8614466738554,"SK394AZone19a",1
92.5,217.5,141093,4,5144,4068,4,48,23,44,10,466,6144,52,82.9888048676089,"SK394AZone19a",1
92.5,218.5,140593,4,5225,4100,8,45,17,40,7,429,6174,45,83.6371426028481,"SK394AZone19a",1
92.5,219.5,140093,4,5204,3887,12,51,18,36,6,449,6255,48,79.3216445526623,"SK394AZone19a",1
92.5,220.5,139593,4,5218,4057,6,39,28,50,6,519,6323,57,82.7659387711205,"SK394AZone19a",1
92.5,221.5,139093,4,5214,3834,5,38,17,48,13,496,6364,44,78.2478351786724,"SK394AZone19a",1
92.5,429.5,35093,4,5112,3936,5,53,22,38,8,549,6442,55,80.3144117097473,"SK394AZone5a",4
92.5,430.5,34593,4,5103,3750,5,45,22,31,8,607,6539,50,76.5459486236696,"SK394AZone5a",4
92.5,431.5,34093,4,4992,3610,5,42,24,35,9,604,6482,51,73.7094710319981,"SK394AZone5a",4
92.5,432.5,33593,4,5133,3661,3,26,18,48,13,639,6477,48,74.7427592975356,"SK394AZone5a",4
92.5,433.5,33093,4,5086,3767,7,36,15,53,7,542,6430,35,76.8903780455154,"SK394AZone5a",4
92.5,434.5,32593,4,5217,4060,4,40,19,41,13,415,6209,47,82.8267204337991,"SK394AZone5a",4
92.5,435.5,32093,4,5087,3974,4,64,18,66,7,337,6176,39,81.0843127703438,"SK394AZone5a",4
92.5,436.5,31593,4,5215,4014,9,42,22,43,8,409,6339,49,81.8947349393928,"SK394AZone5a",4
92.5,437.5,31093,4,5194,4085,6,32,23,44,9,382,6281,38,83.3332342894547,"SK394AZone5a",4
92.5,438.5,30593,4,5218,3875,5,32,18,60,8,465,6118,44,79.0785179019476,"SK394AZone5a",4
92.5,439.5,30093,4,4966,3668,5,43,23,30,9,614,6724,31,74.8845831771192,"SK394AZone5a",4
92.5,440.5,29593,4,5000,3552,8,38,25,50,8,600,6458,40,72.5343588868771,"SK394AZone5a",4
92.5,442.5,28593,4,5108,3539,8,43,34,43,8,617,6514,49,72.2709716819362,"SK394AZone5a",4
92.5,443.5,28093,4,5067,3570,2,36,24,42,5,629,6537,61,72.8990488629492,"SK394AZone5a",4
92.5,444.5,27593,4,5107,3670,5,39,29,36,7,638,6572,47,74.9251042855716,"SK394AZone5a",4
92.5,445.5,27093,4,5099,3800,5,50,23,50,7,511,6476,57,77.5589763349808,"SK394AZone5a",4
92.5,446.5,26593,4,5065,3952,4,39,24,38,4,472,6277,44,80.6385805773669,"SK394AZone5a",4
92.5,447.5,26093,4,5264,3991,7,38,15,36,7,421,6367,44,81.4287421921896,"SK394AZone5a",4
92.5,448.5,25593,4,5282,4010,8,40,18,41,7,458,6251,43,81.8136927224879,"SK394AZone5a",4
92.5,449.5,25093,4,5290,4016,8,45,15,37,5,403,6436,37,81.9352560478453,"SK394AZone5a",4
92.5,450.5,24593,4,5109,3673,2,77,39,90,8,506,6587,48,74.9858859482503,"SK394AZone5a",4
93.5,213.5,143094,4,5240,3883,6,39,24,42,5,431,6336,52,79.2406023357574,"SK394AZone19a",1
93.5,214.5,142594,4,5262,4047,8,46,24,40,6,428,6227,35,82.5633332288582,"SK394AZone19a",1
93.5,215.5,142094,4,5055,3900,2,39,23,32,6,525,6326,57,79.5850317576032,"SK394AZone19a",1
93.5,220.5,139594,4,5208,3977,5,38,31,62,6,507,6228,51,81.1450944330225,"SK394AZone19a",1
93.5,429.5,35094,4,5226,3938,10,52,16,34,8,460,6299,36,80.3549328181998,"SK394AZone5a",4
93.5,430.5,34594,4,5101,3730,7,41,21,41,7,548,6416,54,76.1407375391451,"SK394AZone5a",4
93.5,431.5,34094,4,5006,3679,4,47,22,61,5,611,6468,44,75.1074492736076,"SK394AZone5a",4
93.5,432.5,33594,4,5072,3708,8,37,27,30,3,611,6557,45,75.6950053461681,"SK394AZone5a",4
93.5,433.5,33094,4,5211,3792,5,36,28,60,10,500,6455,44,77.396891901171,"SK394AZone5a",4
93.5,434.5,32594,4,5101,3851,4,38,22,41,6,557,6416,57,78.5922646005182,"SK394AZone5a",4
93.5,435.5,32094,4,5177,3985,2,35,30,36,5,504,6229,42,81.3071788668323,"SK394AZone5a",4
93.5,436.5,31594,4,5349,4094,4,43,20,40,8,398,6215,47,83.5155792774908,"SK394AZone5a",4
93.5,437.5,31094,4,4933,3704,6,41,27,70,11,570,6434,54,75.6139631292632,"SK394AZone5a",4
93.5,438.5,30594,4,4887,3557,9,45,21,63,11,594,6448,43,72.6356616580083,"SK394AZone5a",4
93.5,440.5,29594,4,4855,3590,0,38,21,98,5,614,6483,49,73.3042599474737,"SK394AZone5a",4
93.5,441.5,29094,4,5050,3527,2,41,28,70,8,654,6693,47,72.0278450312215,"SK394AZone5a",4
93.5,442.5,28594,4,5038,3656,7,30,18,54,2,636,6526,49,74.6414565264045,"SK394AZone5a",4
93.5,443.5,28094,4,4973,3602,4,34,20,51,6,588,6615,46,73.5473865981884,"SK394AZone5a",4
93.5,444.5,27594,4,4993,3769,6,42,25,38,5,656,6628,48,76.9308991539678,"SK394AZone5a",4
93.5,445.5,27094,4,5089,3738,5,42,29,49,12,631,6497,47,76.3028219729549,"SK394AZone5a",4
93.5,446.5,26594,4,5096,4019,8,51,21,33,6,408,6419,43,81.9960377105239,"SK394AZone5a",4
93.5,447.5,26094,4,5391,4082,7,31,19,34,10,377,6218,47,83.2724526267761,"SK394AZone5a",4
94.5,215.5,142095,4,4723,3537,6,73,36,73,8,620,6931,54,72.2304505734838,"SK394AZone19a",1
94.5,216.5,141595,4,5213,4067,6,46,20,45,8,401,6323,42,82.9685443133827,"SK394AZone19a",1
94.5,217.5,141095,4,5344,4025,5,50,15,50,13,427,6302,43,82.1176010358813,"SK394AZone19a",1
94.5,429.5,35095,4,5261,3915,7,44,22,51,7,481,6408,44,79.8889400709966,"SK394AZone5a",4
94.5,430.5,34595,4,5336,3846,4,37,19,46,5,509,6250,46,78.4909618293871,"SK394AZone5a",4
94.5,431.5,34095,4,4990,3758,5,45,17,66,10,557,6207,54,76.7080330574794,"SK394AZone5a",4
94.5,432.5,33595,4,5143,4035,1,43,16,69,6,419,6224,53,82.3202065781435,"SK394AZone5a",4
94.5,433.5,33095,4,5034,3650,4,38,18,36,6,603,6550,41,74.5198932010471,"SK394AZone5a",4
94.5,434.5,32595,4,5220,3580,5,52,14,40,4,634,6655,46,73.1016544052114,"SK394AZone5a",4
94.5,435.5,32095,4,5049,3427,6,35,21,50,4,728,6808,47,70.0017896085991,"SK394AZone5a",4
94.5,436.5,31595,4,4903,3457,2,42,32,62,5,719,6784,56,70.6096062353858,"SK394AZone5a",4
94.5,437.5,31095,4,4703,3411,6,69,38,80,11,737,6672,57,69.6776207409795,"SK394AZone5a",4
94.5,438.5,30595,4,5136,3465,5,42,12,42,7,721,6584,52,70.7716906691956,"SK394AZone5a",4
94.5,439.5,30095,4,5133,3609,1,33,18,50,6,687,6543,49,73.6892104777719,"SK394AZone5a",4
94.5,440.5,29595,4,4978,3712,3,42,20,60,8,560,6513,46,75.776047563073,"SK394AZone5a",4
94.5,441.5,29095,4,5116,3788,7,34,24,46,10,580,6531,51,77.3158496842661,"SK394AZone5a",4
94.5,442.5,28595,4,5187,3815,6,36,19,42,5,527,6311,59,77.8628846483741,"SK394AZone5a",4
94.5,443.5,28095,4,5270,3920,8,46,28,41,12,480,6314,40,79.9902428421277,"SK394AZone5a",4
94.5,444.5,27595,4,5108,3993,7,45,16,55,7,501,6250,42,81.4692633006421,"SK394AZone5a",4
94.5,445.5,27095,4,5251,3908,4,49,37,48,2,432,6139,61,79.747116191413,"SK394AZone5a",4
95.5,430.5,34596,4,5230,3932,5,51,20,36,6,505,6357,41,80.2333694928424,"SK394AZone5a",4
95.5,431.5,34096,4,5220,3846,8,58,12,86,12,447,6290,36,78.4909618293871,"SK394AZone5a",4
95.5,432.5,33596,4,4974,3565,3,36,14,44,7,746,6670,43,72.797746091818,"SK394AZone5a",4
95.5,435.5,32096,4,4876,3480,7,72,28,77,14,656,6750,60,71.075598982589,"SK394AZone5a",4
95.5,436.5,31596,4,5031,3558,2,44,22,39,8,673,6562,62,72.6559222122345,"SK394AZone5a",4
95.5,437.5,31096,4,5105,3571,4,46,22,34,8,679,6548,53,72.9193094171754,"SK394AZone5a",4
95.5,438.5,30596,4,4962,3551,11,43,24,57,8,687,6646,51,72.5140983326509,"SK394AZone5a",4
95.5,439.5,30096,4,5180,3843,3,39,17,56,9,551,6411,51,78.4301801667084,"SK394AZone5a",4
95.5,440.5,29596,4,5308,3958,9,43,28,29,3,521,6419,41,80.7601439027242,"SK394AZone5a",4
95.5,441.5,29096,4,5237,3805,6,50,23,69,2,493,6271,45,77.6602791061119,"SK394AZone5a",4
95.5,442.5,28596,4,5302,3918,8,46,19,44,9,440,6527,46,79.9497217336753,"SK394AZone5a",4
95.5,443.5,28096,4,5292,4082,6,41,12,41,4,428,6388,50,83.2724526267761,"SK394AZone5a",4
96.5,431.5,34097,4,5176,3784,5,39,23,73,5,525,6461,40,77.2348074673612,"SK394AZone5a",4
96.5,432.5,33597,4,4935,3560,6,38,30,53,7,632,6579,66,72.6964433206869,"SK394AZone5a",4
96.5,433.5,33097,4,4865,3500,5,61,28,83,9,647,6734,47,71.4808100671135,"SK394AZone5a",4
96.5,434.5,32597,4,4873,3602,6,44,25,51,4,634,6656,46,73.5473865981884,"SK394AZone5a",4
96.5,435.5,32097,4,5027,3624,5,31,20,54,3,671,6657,46,73.9931187911653,"SK394AZone5a",4
96.5,436.5,31597,4,5062,3658,4,38,18,41,9,689,6571,43,74.6819776348569,"SK394AZone5a",4
96.5,437.5,31097,4,5112,3695,5,44,17,52,7,572,6487,55,75.4316181412272,"SK394AZone5a",4
96.5,438.5,30597,4,5257,3745,10,30,21,49,8,527,6442,62,76.4446458525384,"SK394AZone5a",4
96.5,439.5,30097,4,5206,3840,9,36,15,46,4,512,6450,41,78.3693985040298,"SK394AZone5a",4
96.5,440.5,29597,4,5189,3917,4,46,25,52,4,494,6310,44,79.929461179449,"SK394AZone5a",4
96.5,441.5,29097,4,5314,4007,8,43,23,36,8,401,6161,43,81.7529110598092,"SK394AZone5a",4
97.5,431.5,34098,4,4886,3799,9,40,26,57,7,533,6340,59,77.5387157807546,"SK394AZone5a",4
97.5,432.5,33598,4,4868,3619,3,60,16,48,10,513,6393,34,73.8918160200342,"SK394AZone5a",4
97.5,433.5,33098,4,5066,3726,7,33,20,49,10,560,6526,44,76.0596953222402,"SK394AZone5a",4
97.5,434.5,32598,4,5182,3649,8,40,21,38,8,625,6464,47,74.4996326468209,"SK394AZone5a",4
97.5,435.5,32098,4,5170,3583,3,34,20,48,9,718,6545,45,73.1624360678901,"SK394AZone5a",4
97.5,436.5,31598,4,5160,3876,2,35,16,39,3,538,6444,38,79.0987784561738,"SK394AZone5a",4
97.5,437.5,31098,4,5258,3880,6,40,21,48,2,527,6433,38,79.1798206730787,"SK394AZone5a",4
97.5,438.5,30598,4,5282,3960,8,38,21,53,7,447,6281,66,80.8006650111767,"SK394AZone5a",4
97.5,439.5,30098,4,5348,4081,7,32,17,23,12,411,6249,55,83.2521920725498,"SK394AZone5a",4
98.5,432.5,33599,4,5109,3972,7,39,19,46,9,469,6443,41,81.0437916618914,"SK394AZone5a",4
98.5,433.5,33099,4,5143,3816,5,40,18,45,12,445,6334,56,77.8831452026004,"SK394AZone5a",4
98.5,434.5,32599,4,5055,3851,7,36,25,36,8,458,6298,45,78.5922646005182,"SK394AZone5a",4
98.5,435.5,32099,4,5167,3846,7,50,20,53,8,513,6413,43,78.4909618293871,"SK394AZone5a",4
98.5,436.5,31599,4,5234,3878,5,39,18,42,15,425,6272,50,79.1392995646263,"SK394AZone5a",4
98.5,437.5,31099,4,5179,4104,5,45,23,36,4,450,6245,41,83.718184819753,"SK394AZone5a",4
99.5,269.5,115100,4,5062,3722,6,48,27,53,4,519,6436,50,75.9786531053353,"SK394AZone17a",4
99.5,270.5,114600,4,5275,4001,4,34,21,34,5,424,6349,45,81.6313477344519,"SK394AZone17a",4
99.5,271.5,114100,4,5164,3802,7,65,27,44,7,506,6454,54,77.5994974434332,"SK394AZone17a",4
99.5,279.5,110100,4,5142,3711,6,38,30,51,9,618,6436,48,75.7557870088468,"SK394AZone17a",4
99.5,280.5,109600,4,5179,3903,4,44,23,42,8,459,6561,44,79.6458134202819,"SK394AZone17a",4
99.5,281.5,109100,4,5178,4111,1,51,23,53,12,440,6269,41,83.8600086993366,"SK394AZone17a",4
