"","x","y","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"78327",326.5,343.5,10983,3549,28,27,37,102,40,1206,7212,40,58
"78328",327.5,343.5,10984,3608,24,30,33,118,17,1199,7044,29,59
"78392",391.5,343.5,10219,3302,21,23,27,84,15,1200,7122,35,54
"78393",392.5,343.5,10683,3533,42,24,27,86,25,1189,7154,46,57
"78394",393.5,343.5,10448,3349,31,25,33,107,18,1189,7222,36,54
"78412",411.5,343.5,10091,3327,20,31,49,114,20,981,7325,32,54
"78413",412.5,343.5,11397,4060,28,27,26,99,21,886,6713,30,66
"78414",413.5,343.5,11780,4524,37,30,40,111,22,610,6503,31,73
"78415",414.5,343.5,10154,3831,28,25,45,97,21,601,6260,29,62
"78426",425.5,343.5,9290,2930,32,26,29,75,17,980,5815,27,48
"78427",426.5,343.5,10844,3429,23,24,28,107,24,1208,7158,36,56
"78428",427.5,343.5,10826,3442,27,21,35,90,26,1237,7119,30,56
"78429",428.5,343.5,10859,3374,29,31,26,93,26,1233,7058,35,55
"78430",429.5,343.5,10889,3690,26,20,26,93,17,1153,7100,27,60
"78431",430.5,343.5,10989,3469,34,29,24,107,29,1199,7013,37,56
"78432",431.5,343.5,11219,3790,23,33,29,99,26,1067,6975,36,61
"78433",432.5,343.5,11086,3766,25,21,24,100,27,1042,6992,38,61
"78434",433.5,343.5,11211,3956,30,16,31,92,25,1021,6877,30,64
"78435",434.5,343.5,10980,3643,26,25,33,98,26,1166,7198,42,59
"78436",435.5,343.5,10585,3423,26,28,28,114,21,1230,7236,22,56
"78437",436.5,343.5,10666,3324,35,18,40,88,26,1207,7021,34,54
"78461",460.5,343.5,10779,3474,17,19,28,92,26,1177,7152,34,56
"78462",461.5,343.5,10961,3556,23,16,28,88,14,1193,7115,39,58
"78463",462.5,343.5,11251,3915,23,25,22,96,23,994,6893,40,63
"78464",463.5,343.5,10821,3778,28,14,31,117,32,1037,6870,35,61
"78465",464.5,343.5,10840,3396,32,30,22,95,35,1197,7265,33,55
"78466",465.5,343.5,10779,3391,22,23,31,112,18,1184,7248,39,55
"78467",466.5,343.5,10860,3452,26,21,27,99,17,1211,7164,29,56
"78468",467.5,343.5,9469,2866,20,18,31,89,25,998,5952,34,47
"78469",468.5,343.5,9377,3113,32,24,30,100,22,1178,6966,22,51
"78470",469.5,343.5,10661,3293,23,19,35,94,21,1223,7135,36,53
"78471",470.5,343.5,10390,3338,30,14,31,114,24,1140,6823,30,54
"78472",471.5,343.5,11137,3635,33,21,28,92,18,1147,6974,36,59
"78473",472.5,343.5,10751,3331,30,19,33,90,19,1140,7203,33,54
"78474",473.5,343.5,10661,3353,35,15,31,91,17,1201,7226,37,54
"78475",474.5,343.5,10233,3133,26,16,26,84,21,1060,6358,25,51
"78476",475.5,343.5,10662,3418,28,17,23,100,19,1248,7141,32,55
"78477",476.5,343.5,10860,3469,22,29,30,108,25,1179,7029,41,56
"78478",477.5,343.5,10732,3427,30,20,33,93,13,1181,7198,34,56
"78479",478.5,343.5,10972,3704,27,25,30,92,26,1135,6935,30,60
"78480",479.5,343.5,11315,3856,27,22,27,101,21,1002,6863,35,62
"78481",480.5,343.5,11297,4002,30,28,26,104,17,954,6770,44,65
"78482",481.5,343.5,11459,3894,31,31,25,111,26,1015,6907,24,63
"78483",482.5,343.5,11427,3960,20,16,20,102,29,1055,6933,35,64
"78484",483.5,343.5,11245,3751,32,23,28,118,25,1040,6861,47,61
"78485",484.5,343.5,11287,3873,38,31,22,112,31,996,6891,41,63
"78486",485.5,343.5,11133,3694,36,17,29,86,19,1147,6988,29,60
"78487",486.5,343.5,11136,3623,22,21,25,97,23,1175,6970,38,59
"78488",487.5,343.5,10693,3459,40,29,27,97,34,1186,7115,44,56
"78489",488.5,343.5,10820,3360,24,18,22,105,18,1220,7452,34,55
"78490",489.5,343.5,10794,3392,27,24,32,110,20,1239,7210,25,55
"78491",490.5,343.5,10894,3599,30,20,25,115,22,1124,7137,24,58
"78492",491.5,343.5,10987,3500,28,27,31,89,25,1101,7024,30,57
"78493",492.5,343.5,10717,3498,30,29,30,94,16,1193,7228,41,57
"78494",493.5,343.5,10695,3335,34,25,37,89,15,1263,7332,42,54
"78495",494.5,343.5,10827,3374,33,23,31,103,18,1283,7217,27,55
"78496",495.5,343.5,10945,3623,35,34,31,115,20,1174,7148,33,59
"78497",496.5,343.5,11541,4090,28,27,27,92,20,932,6809,30,66
"78498",497.5,343.5,11038,3670,26,25,29,110,32,1136,7070,52,60
"78499",498.5,343.5,10509,3402,24,21,27,84,25,1254,7185,32,55
"78500",499.5,343.5,10687,3351,25,20,34,85,24,1214,7164,37,54
"78534",33.5,342.5,10960,3692,29,26,22,94,20,1125,7205,29,60
"78535",34.5,342.5,11409,4249,26,20,22,101,22,861,6815,35,69
"78536",35.5,342.5,11837,4597,18,32,23,104,17,598,6434,38,74
"78537",36.5,342.5,11419,4756,29,22,22,107,24,508,6382,40,77
"78538",37.5,342.5,12020,4543,24,25,15,110,23,698,6590,42,73
"78539",38.5,342.5,11282,4066,32,24,27,114,29,941,7021,37,66
"78540",39.5,342.5,10921,3859,32,24,25,84,16,1018,7038,33,63
"78541",40.5,342.5,10518,3590,21,24,32,99,34,1049,7065,34,58
"78542",41.5,342.5,10518,3430,27,15,33,111,14,1225,7204,28,56
"78543",42.5,342.5,9628,3255,26,24,28,88,18,1007,5983,36,53
"78544",43.5,342.5,10763,3433,28,34,31,93,32,1160,7151,36,56
"78566",65.5,342.5,9370,2925,31,21,52,98,30,1223,7763,34,48
"78567",66.5,342.5,10885,3458,29,24,18,102,25,1211,7276,20,56
"78568",67.5,342.5,10885,3692,26,26,33,111,32,1178,7180,32,60
"78569",68.5,342.5,10874,3529,33,27,32,100,19,1197,7328,43,57
"78570",69.5,342.5,11048,3519,23,27,29,96,17,1105,7293,33,57
"78571",70.5,342.5,10642,3379,29,19,30,97,17,1177,7232,33,55
"78572",71.5,342.5,10600,3265,33,20,36,106,22,1241,7469,28,53
"78573",72.5,342.5,10702,3358,28,22,33,92,26,1304,7292,42,55
"78574",73.5,342.5,10638,3382,21,22,35,110,21,1159,7446,29,55
"78642",141.5,342.5,9671,4007,21,22,21,106,17,202,4638,35,65
"78645",144.5,342.5,12508,5369,31,22,15,109,30,239,5997,29,87
"78646",145.5,342.5,12877,5507,22,28,24,106,21,299,6035,29,89
"78647",146.5,342.5,12851,5283,36,19,16,99,22,260,6259,44,85
"78648",147.5,342.5,12978,5413,41,37,18,101,35,298,6108,28,87
"78649",148.5,342.5,12950,5525,37,30,17,106,25,279,6079,34,89
"78650",149.5,342.5,12916,5309,37,29,18,87,26,330,6158,33,86
"78651",150.5,342.5,12842,5592,36,16,23,101,27,262,6163,29,90
"78652",151.5,342.5,12895,5356,33,20,22,114,19,314,6061,36,87
"78653",152.5,342.5,12617,5508,33,24,18,113,30,218,5669,29,89
"78654",153.5,342.5,12686,5256,20,26,20,102,25,237,5613,28,85
"78728",227.5,342.5,10312,3458,22,24,30,120,30,1079,7230,30,56
"78729",228.5,342.5,9739,3113,28,27,27,74,27,700,5362,36,51
"78731",230.5,342.5,9500,3317,17,22,51,96,21,981,6707,38,54
"78732",231.5,342.5,10798,3621,31,19,29,87,18,1103,7186,35,59
"78733",232.5,342.5,10522,3645,35,24,37,114,30,1049,7050,33,59
"78734",233.5,342.5,9993,3600,28,21,28,105,26,589,5720,38,58
"78736",235.5,342.5,11110,3552,25,28,29,99,24,1103,7265,28,58
"78737",236.5,342.5,10667,3562,34,23,34,100,31,1144,7263,37,58
"78738",237.5,342.5,10696,3372,23,26,35,105,17,1238,7178,38,55
"78739",238.5,342.5,10718,3184,33,18,41,75,22,690,4814,43,52
"78760",259.5,342.5,10171,3202,33,26,46,114,19,1092,7297,39,52
"78761",260.5,342.5,9723,3344,22,18,31,101,14,1015,6676,37,54
"78763",262.5,342.5,10554,3872,38,24,22,95,24,814,6474,25,63
"78764",263.5,342.5,10301,3489,28,16,21,106,29,979,6658,36,57
"78810",309.5,342.5,9975,3006,29,25,50,106,19,1342,7394,33,49
"78811",310.5,342.5,10445,3162,20,27,17,104,11,1241,7229,24,51
"78812",311.5,342.5,10955,3389,29,30,32,97,27,1207,7378,34,55
"78813",312.5,342.5,10727,3248,28,27,28,96,17,1281,7335,26,53
"78814",313.5,342.5,11127,3592,33,26,35,106,22,1123,7057,33,58
"78815",314.5,342.5,10929,3505,40,25,22,82,24,1207,7214,39,57
"78816",315.5,342.5,10982,3520,23,33,24,91,23,1141,7269,32,57
"78817",316.5,342.5,10807,3413,34,13,46,94,20,1211,7216,37,55
"78818",317.5,342.5,10968,3480,26,22,41,97,20,1186,7304,32,56
"78819",318.5,342.5,11033,3610,29,17,28,91,19,1189,7159,30,59
"78820",319.5,342.5,11015,3606,26,22,36,98,26,1230,7154,30,58
"78821",320.5,342.5,10872,3557,23,30,37,90,24,1123,7214,35,58
"78822",321.5,342.5,11212,3598,43,27,27,117,40,1122,7171,31,58
"78823",322.5,342.5,10953,3532,30,34,32,90,23,1181,7237,37,57
"78824",323.5,342.5,10803,3491,31,25,23,106,20,1188,7091,38,57
"78825",324.5,342.5,10838,3452,28,25,37,87,23,1147,7416,30,56
"78826",325.5,342.5,11023,3477,34,22,31,109,25,1218,7274,37,56
"78827",326.5,342.5,11024,3561,30,30,24,88,29,1104,7137,31,58
"78893",392.5,342.5,10728,3360,32,32,24,91,24,1249,7164,46,55
"78894",393.5,342.5,10781,3461,26,24,39,99,33,1208,7261,38,56
"78927",426.5,342.5,10725,3281,28,20,25,102,19,1293,7325,20,53
"78928",427.5,342.5,11097,3878,24,26,24,83,27,1161,7123,29,63
"78929",428.5,342.5,10784,3470,32,23,31,96,31,1179,7122,31,56
"78930",429.5,342.5,11154,3612,21,28,28,87,20,1159,6926,50,59
"78931",430.5,342.5,10850,3475,31,25,25,103,17,1146,7198,32,56
"78932",431.5,342.5,11174,3709,26,19,40,110,26,1101,7035,39,60
"78933",432.5,342.5,11313,3809,38,28,24,112,28,1000,6882,31,62
"78934",433.5,342.5,10535,3465,34,24,53,117,26,1077,7237,44,56
"78935",434.5,342.5,10714,3196,24,22,40,105,20,1291,7328,39,52
"78936",435.5,342.5,10775,3445,31,18,32,109,28,1137,7078,41,56
"78937",436.5,342.5,10710,3363,48,21,28,107,29,943,6450,31,55
"78957",456.5,342.5,10889,3577,28,21,28,92,31,1111,7066,46,58
"78960",459.5,342.5,10871,3388,20,23,32,91,14,1224,7162,41,55
"78961",460.5,342.5,10849,3559,28,20,25,111,15,1223,7171,26,58
"78962",461.5,342.5,11296,3903,29,15,32,114,26,1021,6901,37,63
"78963",462.5,342.5,11142,4091,35,16,28,96,26,1029,6900,34,66
"78964",463.5,342.5,10939,3545,36,24,32,83,22,1160,7043,27,58
"78965",464.5,342.5,10605,3706,24,24,21,96,16,1101,6850,37,60
"78966",465.5,342.5,10718,3486,39,19,28,84,14,1182,7218,38,57
"78967",466.5,342.5,10628,3533,35,22,31,110,30,1056,7022,41,57
"78968",467.5,342.5,10487,3422,28,20,20,100,28,1114,6874,26,56
"78970",469.5,342.5,10521,3446,30,25,25,93,21,1028,6794,50,56
"78971",470.5,342.5,11227,3911,27,30,26,105,25,1049,6956,28,63
"78972",471.5,342.5,10717,3292,28,17,36,113,36,1231,7262,31,53
"78973",472.5,342.5,10625,3337,28,20,32,81,25,1215,7193,29,54
"78974",473.5,342.5,10676,3391,34,16,33,100,16,1242,7332,20,55
"78975",474.5,342.5,10760,3304,32,18,30,76,34,1163,6865,35,54
"78976",475.5,342.5,10970,3431,25,13,31,87,19,1170,7160,29,56
"78977",476.5,342.5,10573,3364,27,17,44,87,23,1234,7284,38,55
"78978",477.5,342.5,11082,3660,18,23,23,104,32,1150,7006,33,59
"78979",478.5,342.5,11187,3962,32,26,16,116,29,1031,6931,36,64
"78980",479.5,342.5,11321,3867,13,26,19,111,20,985,6947,31,63
"78981",480.5,342.5,11112,3639,29,16,27,93,23,1079,7008,45,59
"78982",481.5,342.5,11044,3787,43,27,31,87,11,1153,7078,25,61
"78983",482.5,342.5,11030,3714,35,19,23,108,20,1037,7131,22,60
"78984",483.5,342.5,11113,3935,31,25,25,97,24,991,6876,47,64
"78985",484.5,342.5,11389,4077,28,18,23,100,15,927,6847,42,66
"78986",485.5,342.5,11259,3811,22,31,33,98,23,919,6962,36,62
"78987",486.5,342.5,10853,3588,24,25,33,93,20,1124,7159,30,58
"78988",487.5,342.5,10922,3585,33,18,28,91,24,1147,7081,35,58
"78989",488.5,342.5,10541,3343,23,24,23,96,21,1259,7195,31,54
"78990",489.5,342.5,10917,3348,43,27,26,96,25,1251,7260,26,54
"78991",490.5,342.5,10783,3415,35,24,28,114,29,1141,7015,40,55
"78992",491.5,342.5,10735,3331,31,24,36,91,33,1237,7281,30,54
"78993",492.5,342.5,10771,3490,25,22,30,99,26,1268,7223,23,57
"78994",493.5,342.5,10765,3463,25,25,21,116,21,1169,7299,31,56
"78995",494.5,342.5,10686,3297,38,23,42,112,17,1272,7260,36,54
"78996",495.5,342.5,10678,3454,29,25,32,89,25,1220,7209,25,56
"78997",496.5,342.5,10870,3395,28,31,34,105,24,1189,7205,41,55
"78998",497.5,342.5,11557,4095,33,23,26,100,28,961,6855,29,66
"78999",498.5,342.5,11143,3759,31,26,20,107,23,1049,7138,37,61
"79000",499.5,342.5,10747,3310,28,24,36,97,23,1222,7210,38,54
"79034",33.5,341.5,11019,3650,32,25,31,99,21,1136,7176,35,59
"79035",34.5,341.5,11349,4109,27,24,18,84,26,887,6877,32,67
"79036",35.5,341.5,13097,5448,46,19,17,127,31,283,6071,24,88
"79037",36.5,341.5,13314,5662,34,17,17,103,30,229,6111,38,91
"79038",37.5,341.5,12467,5128,32,32,16,124,24,426,6209,32,83
"79039",38.5,341.5,11268,3888,25,22,21,107,16,957,6810,34,63
"79040",39.5,341.5,11291,3925,28,24,35,98,17,983,7040,28,64
"79041",40.5,341.5,11218,3625,33,31,36,111,22,1171,7245,38,59
"79042",41.5,341.5,10523,3354,28,25,26,108,13,1200,7328,28,54
"79043",42.5,341.5,9819,3326,33,28,21,86,32,776,5566,26,54
"79044",43.5,341.5,10198,3686,28,37,30,141,23,953,7176,32,60
"79045",44.5,341.5,11358,3614,26,24,28,110,23,1055,6846,30,59
"79067",66.5,341.5,10440,3130,33,21,40,90,22,1316,7595,46,51
"79068",67.5,341.5,11028,3605,23,34,29,114,24,1154,7189,31,58
"79069",68.5,341.5,10815,3389,32,19,26,100,29,1248,7431,23,55
"79070",69.5,341.5,10702,3332,32,35,29,115,31,1261,7362,34,54
"79071",70.5,341.5,10810,3364,32,21,26,107,18,1274,7390,38,55
"79072",71.5,341.5,10793,3334,38,19,27,81,19,1212,7326,35,54
"79073",72.5,341.5,10202,3128,33,22,32,92,29,1173,7054,41,51
"79142",141.5,341.5,12547,5447,33,33,12,89,24,265,6126,33,88
"79143",142.5,341.5,12444,5243,43,26,19,119,26,245,5717,36,85
"79144",143.5,341.5,13098,5506,28,22,12,89,20,238,5865,34,89
"79145",144.5,341.5,12306,5139,28,25,22,94,19,265,5733,29,83
"79146",145.5,341.5,12041,4907,30,28,22,109,24,244,5583,35,79
"79147",146.5,341.5,12760,5257,39,20,26,121,28,262,6162,41,85
"79148",147.5,341.5,12679,5359,23,25,18,94,23,272,6155,37,87
"79149",148.5,341.5,12910,5461,30,27,14,115,31,305,6095,31,88
"79150",149.5,341.5,13003,5429,30,17,20,112,29,270,6122,45,88
"79151",150.5,341.5,12993,5486,28,17,27,96,27,252,6062,25,89
"79152",151.5,341.5,12891,5412,26,30,16,110,16,278,5943,37,87
"79153",152.5,341.5,13131,5638,31,25,14,105,22,195,6005,30,91
"79264",263.5,341.5,9197,3108,28,19,48,109,27,1001,7006,40,51
"79280",279.5,341.5,11097,3861,31,32,33,99,23,852,6650,33,63
"79281",280.5,341.5,10973,3760,32,19,28,115,34,1082,6901,38,61
"79310",309.5,341.5,10579,3311,28,22,37,97,21,1246,7289,54,54
"79311",310.5,341.5,10347,3251,29,23,26,84,29,1205,6939,40,53
"79312",311.5,341.5,10860,3463,38,11,42,97,20,1197,7278,34,56
"79313",312.5,341.5,10685,3337,27,27,28,107,29,1225,7358,27,54
"79314",313.5,341.5,10883,3536,28,13,21,82,22,1194,7338,38,57
"79315",314.5,341.5,11088,3532,28,27,27,76,21,1145,7210,35,57
"79316",315.5,341.5,10720,3517,31,24,29,111,25,1169,7213,31,57
"79317",316.5,341.5,10876,3474,22,24,18,103,18,1214,7269,39,56
"79318",317.5,341.5,10933,3551,36,24,20,106,22,1151,7118,42,58
"79319",318.5,341.5,10988,3649,34,23,40,96,19,1101,7237,45,59
"79320",319.5,341.5,10852,3478,29,21,40,108,20,1162,7115,37,56
"79321",320.5,341.5,10854,3463,23,26,29,104,15,1192,7282,28,56
"79322",321.5,341.5,10945,3573,33,22,39,100,20,1115,7213,24,58
"79323",322.5,341.5,10991,3646,33,26,27,89,22,1143,7112,39,59
"79324",323.5,341.5,10960,3580,24,20,21,81,25,1184,7214,27,58
"79325",324.5,341.5,10964,3565,23,30,32,102,20,1136,7039,43,58
"79326",325.5,341.5,11067,3672,25,15,25,105,21,1143,7049,25,60
"79327",326.5,341.5,10917,3501,24,37,38,96,20,1148,7107,50,57
"79394",393.5,341.5,11055,3372,25,22,31,99,21,1260,7380,36,55
"79427",426.5,341.5,10705,3372,12,22,37,107,17,1304,7241,45,55
"79429",428.5,341.5,11049,3700,28,21,28,106,19,1061,7039,31,60
"79430",429.5,341.5,11120,3628,26,18,19,115,25,1124,6929,35,59
"79431",430.5,341.5,11143,3640,25,24,28,90,22,1088,7025,38,59
"79433",432.5,341.5,10505,3434,36,36,50,101,16,1165,7374,24,56
"79434",433.5,341.5,10672,3373,24,25,23,100,31,1171,7321,36,55
"79435",434.5,341.5,10793,3423,36,27,36,93,33,1143,7260,31,56
"79436",435.5,341.5,10686,3192,22,23,25,92,29,828,5824,41,52
"79437",436.5,341.5,10767,3142,28,27,34,46,15,242,2387,34,51
"79455",454.5,341.5,10270,3200,28,25,34,90,26,1151,7075,26,52
"79456",455.5,341.5,11077,3686,22,25,25,106,24,1062,6873,36,60
"79457",456.5,341.5,10717,3436,36,22,33,99,26,1082,6877,42,56
"79458",457.5,341.5,10832,3505,29,19,25,103,22,1199,7311,25,57
"79459",458.5,341.5,9432,2959,31,19,31,91,24,1038,6435,25,48
"79460",459.5,341.5,11032,3606,23,24,31,98,29,1079,7121,40,58
"79461",460.5,341.5,11125,3709,26,24,24,102,24,1096,7005,32,60
"79462",461.5,341.5,11305,3943,25,33,26,112,25,1005,6888,29,64
"79463",462.5,341.5,10596,3359,29,24,27,93,27,1250,7250,30,55
"79464",463.5,341.5,10760,3437,28,21,30,108,21,1210,7138,38,56
"79465",464.5,341.5,10692,3337,36,22,26,105,28,1274,7196,45,54
"79466",465.5,341.5,10765,3573,34,24,25,93,19,1066,6824,37,58
"79467",466.5,341.5,10649,3448,27,27,25,105,15,1271,6970,38,56
"79468",467.5,341.5,9659,3379,28,21,29,95,18,1037,6645,39,55
"79469",468.5,341.5,10328,3439,34,24,35,109,21,1079,6618,35,56
"79470",469.5,341.5,9798,3194,26,19,33,96,28,1079,6361,37,52
"79471",470.5,341.5,10827,3539,34,27,23,110,13,1174,7141,42,57
"79472",471.5,341.5,10666,3294,30,22,31,100,22,1318,7296,39,53
"79473",472.5,341.5,10546,3471,29,21,38,108,21,1185,7237,44,56
"79474",473.5,341.5,10808,3367,36,20,33,96,21,1198,7149,33,55
"79475",474.5,341.5,10795,3352,29,28,32,107,23,1161,7068,41,54
"79476",475.5,341.5,10995,3462,36,20,25,107,16,1214,7280,40,56
"79477",476.5,341.5,10858,3746,28,22,31,105,23,1027,7030,24,61
"79478",477.5,341.5,11371,3836,22,19,23,108,18,975,6913,38,62
"79479",478.5,341.5,11126,3927,35,20,25,101,24,963,6772,30,64
"79480",479.5,341.5,11082,3582,30,26,37,107,23,1097,6963,33,58
"79481",480.5,341.5,11238,3641,27,20,24,107,23,1171,7256,28,59
"79482",481.5,341.5,10981,3562,30,20,33,102,22,1210,7068,37,58
"79483",482.5,341.5,11260,3710,42,24,23,116,41,1082,7003,33,60
"79484",483.5,341.5,11097,3610,29,25,27,115,28,1094,7141,43,59
"79485",484.5,341.5,11367,3799,33,13,19,96,15,980,6940,34,62
"79486",485.5,341.5,11045,3767,21,28,29,103,20,1033,7140,35,61
"79487",486.5,341.5,11189,3892,26,29,26,95,23,975,6944,41,63
"79488",487.5,341.5,10932,3674,35,13,31,100,18,1129,7012,28,60
"79489",488.5,341.5,10904,3628,18,25,21,111,23,1123,7030,42,59
"79490",489.5,341.5,10663,3354,22,24,36,95,20,1196,7143,40,54
"79491",490.5,341.5,10800,3470,24,24,28,92,29,1229,7217,38,56
"79492",491.5,341.5,10842,3457,29,25,31,90,30,1159,7123,48,56
"79493",492.5,341.5,11033,3488,31,24,39,92,16,1192,7104,29,57
"79494",493.5,341.5,10993,3597,26,21,27,98,26,1153,7179,33,58
"79495",494.5,341.5,10678,3389,30,19,27,96,24,1278,7206,28,55
"79496",495.5,341.5,10699,3302,26,27,37,88,17,1253,7283,37,54
"79497",496.5,341.5,10568,3391,29,20,29,98,26,1198,7350,41,55
"79498",497.5,341.5,10844,3559,18,26,30,94,25,1164,7001,41,58
"79499",498.5,341.5,11239,4015,30,23,24,102,28,945,6850,45,65
"79500",499.5,341.5,11027,3636,25,22,23,105,27,1084,6941,30,59
"79534",33.5,340.5,10628,3505,39,21,35,111,25,1090,6934,38,57
"79535",34.5,340.5,11493,4164,22,25,23,109,23,938,6927,42,67
"79536",35.5,340.5,12737,5454,29,30,25,97,20,219,5836,43,88
"79537",36.5,340.5,12856,5652,26,28,15,122,28,263,6083,28,91
"79538",37.5,340.5,12634,5287,29,27,15,102,16,278,6056,38,85
"79539",38.5,340.5,11082,4034,27,20,27,122,15,932,7159,39,65
"79540",39.5,340.5,11345,3888,38,24,24,110,25,924,7034,26,63
"79541",40.5,340.5,11249,3737,23,24,27,112,25,993,7036,36,61
"79542",41.5,340.5,10775,3300,42,21,34,90,14,1266,7311,42,54
"79543",42.5,340.5,10008,3293,32,24,27,90,19,929,6135,31,53
"79544",43.5,340.5,11195,3950,27,27,20,92,21,939,6799,33,64
"79545",44.5,340.5,10972,3470,33,22,37,95,26,1139,7253,34,56
"79552",51.5,340.5,10967,3608,25,21,28,94,28,1045,7171,46,59
"79568",67.5,340.5,10120,3208,25,26,43,109,18,1246,7587,33,52
"79569",68.5,340.5,10641,3418,20,14,36,87,25,1261,7452,40,55
"79570",69.5,340.5,10560,3259,30,17,37,97,19,1217,7264,38,53
"79643",142.5,340.5,13141,5664,34,26,14,110,25,221,6002,36,91
"79644",143.5,340.5,13114,5552,28,19,17,112,21,218,6050,42,90
"79645",144.5,340.5,12533,5380,37,27,23,111,18,312,6046,39,87
"79646",145.5,340.5,13130,5446,33,26,10,87,24,283,6066,21,88
"79647",146.5,340.5,12348,4945,27,32,18,93,25,267,5792,22,80
"79648",147.5,340.5,11951,5000,32,20,29,107,29,256,5700,33,81
"79649",148.5,340.5,11904,5085,34,25,15,111,19,280,5683,33,82
"79650",149.5,340.5,12657,5248,29,25,15,115,21,302,6036,42,85
"79651",150.5,340.5,12264,5078,22,23,42,113,27,326,6148,34,82
"79652",151.5,340.5,12569,5409,33,25,16,113,21,249,5906,43,87
"79709",208.5,340.5,10030,3029,28,25,38,86,24,917,6527,30,49
"79780",279.5,340.5,10659,3589,26,25,27,95,17,1023,7082,25,58
"79781",280.5,340.5,9795,3265,42,19,43,93,25,965,6965,32,53
"79810",309.5,340.5,10679,3380,27,23,26,98,22,1279,7380,27,55
"79811",310.5,340.5,10602,3355,25,26,30,110,13,1269,7463,37,54
"79812",311.5,340.5,10274,3243,23,24,28,83,20,1288,7472,50,53
"79813",312.5,340.5,10706,3431,27,19,30,109,15,1196,7306,42,56
"79814",313.5,340.5,11026,3376,27,28,22,99,25,1216,7261,37,55
"79815",314.5,340.5,10532,3291,35,24,27,98,29,1271,7389,29,53
"79816",315.5,340.5,10710,3372,33,24,37,117,24,1262,7339,30,55
"79817",316.5,340.5,10761,3418,32,15,36,90,30,1261,7184,43,55
"79818",317.5,340.5,10907,3476,43,29,30,88,24,1180,7330,30,56
"79819",318.5,340.5,10896,3419,38,18,23,107,23,1209,7489,42,55
"79820",319.5,340.5,10986,3551,27,23,21,100,30,1224,7377,34,58
"79821",320.5,340.5,11156,3585,32,31,34,95,25,1159,7123,29,58
"79822",321.5,340.5,10993,3652,36,23,27,108,20,1107,7034,18,59
"79823",322.5,340.5,10937,3623,45,22,30,91,23,1095,7223,37,59
"79824",323.5,340.5,11034,3619,35,35,28,115,26,1137,7179,32,59
"79825",324.5,340.5,10731,3453,35,23,28,97,26,1177,7348,44,56
"79826",325.5,340.5,10907,3534,32,20,30,102,17,1205,7162,34,57
"79827",326.5,340.5,10276,3379,27,21,25,99,32,955,6602,28,55
"79894",393.5,340.5,10060,3208,22,27,46,102,25,1203,7199,42,52
"79895",394.5,340.5,10863,3508,27,23,39,105,33,1217,7239,26,57
"79928",427.5,340.5,10816,3394,26,24,35,113,27,1321,7378,35,55
"79929",428.5,340.5,10655,3265,28,22,32,94,21,1216,7167,38,53
"79930",429.5,340.5,10623,3418,16,18,25,102,25,1187,7223,45,55
"79931",430.5,340.5,10752,3449,37,26,28,115,26,1234,7190,35,56
"79932",431.5,340.5,10701,3386,31,36,23,93,26,1203,7099,30,55
"79933",432.5,340.5,10970,3536,26,21,35,95,28,1190,7023,38,57
"79934",433.5,340.5,10865,3560,29,21,29,88,15,1208,7188,44,58
"79935",434.5,340.5,10751,3437,34,29,35,112,21,1194,7257,34,56
"79937",436.5,340.5,10144,3282,32,17,17,81,19,179,2785,35,53
"79954",453.5,340.5,10230,3110,34,29,33,105,23,1178,7296,46,51
"79955",454.5,340.5,10979,3467,23,29,27,124,31,1192,7231,48,56
"79956",455.5,340.5,10794,3457,23,20,22,103,20,1248,7225,26,56
"79957",456.5,340.5,10943,3412,31,27,27,78,23,1186,6885,27,55
"79958",457.5,340.5,9565,3243,24,19,31,70,20,986,5758,38,53
"79960",459.5,340.5,10976,3561,29,31,36,112,25,1175,7273,30,58
"79961",460.5,340.5,11184,3960,24,31,29,90,30,943,6781,41,64
"79962",461.5,340.5,11016,3616,28,18,28,110,27,1153,6916,36,59
"79963",462.5,340.5,10617,3379,24,23,40,101,20,1277,7302,28,55
"79964",463.5,340.5,10648,3359,27,24,44,99,25,1319,7122,33,55
"79965",464.5,340.5,10703,3328,31,24,39,89,15,1266,7251,47,54
"79966",465.5,340.5,10729,3493,32,30,28,93,19,1253,7162,37,57
"79967",466.5,340.5,10683,3660,42,22,31,100,19,972,6726,28,59
"79968",467.5,340.5,9682,3157,20,21,28,80,21,1041,6106,29,51
"79969",468.5,340.5,10296,3638,30,22,34,96,24,882,6264,32,59
"79970",469.5,340.5,9935,3443,31,18,24,106,22,954,6326,22,56
"79971",470.5,340.5,11007,3290,31,28,29,97,26,1215,7243,37,53
"79972",471.5,340.5,10633,3379,31,31,31,92,21,1260,7307,36,55
"79973",472.5,340.5,10648,3337,26,30,21,98,31,1196,7218,27,54
"79974",473.5,340.5,10896,3375,25,16,34,105,22,1195,7271,39,55
"79975",474.5,340.5,10855,3537,18,30,37,89,21,1223,7289,27,57
"79976",475.5,340.5,10874,3658,32,24,31,110,20,1087,7123,38,59
"79977",476.5,340.5,11441,4009,25,27,25,110,20,951,6769,25,65
"79978",477.5,340.5,11601,4002,34,20,28,96,24,960,6947,42,65
"79979",478.5,340.5,11099,3678,14,28,31,117,31,1082,7072,27,60
