"","x","y","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"8381",130.5,216.5,4656,5164,12,96,47,40,3,140,5847,24,81
"8402",151.5,216.5,4628,5380,7,63,51,30,3,118,5669,22,84
"8403",152.5,216.5,4526,5375,18,77,45,29,7,144,5611,16,84
"8404",153.5,216.5,4650,5268,9,81,37,36,3,123,5660,34,82
"8405",154.5,216.5,4631,5305,12,86,53,36,2,131,5729,18,83
"8406",155.5,216.5,4856,5306,8,83,51,47,5,125,5720,18,83
"8407",156.5,216.5,4642,5229,11,83,42,39,1,132,5733,22,82
"8411",160.5,216.5,4576,5096,9,107,38,42,7,122,5846,16,80
"8438",187.5,216.5,4498,5389,8,129,35,57,1,114,5721,27,84
"8463",212.5,216.5,4729,5558,8,80,48,29,2,92,5517,27,87
"8486",235.5,216.5,4812,5699,15,84,31,44,3,83,5442,15,89
"8487",236.5,216.5,4710,5583,18,83,54,44,3,85,5489,27,87
"8488",237.5,216.5,4811,5674,15,89,40,43,2,73,5530,14,88
"8489",238.5,216.5,4808,5817,12,85,30,34,3,65,5414,16,90
"8490",239.5,216.5,4830,5743,12,87,37,25,2,74,5497,27,89
"8491",240.5,216.5,4536,5249,10,109,62,27,2,114,5655,17,82
"8494",243.5,216.5,4861,5739,11,81,35,35,4,65,5431,22,89
"8498",247.5,216.5,4794,5782,7,67,40,42,5,102,5501,24,90
"8499",248.5,216.5,4642,5565,11,122,54,59,5,91,5629,17,87
"8509",8.5,215.5,4795,5469,16,114,39,27,3,143,5952,23,85
"8510",9.5,215.5,4930,5434,15,85,42,46,2,123,5888,20,85
"8515",14.5,215.5,4687,4983,11,80,51,44,2,175,5871,17,78
"8516",15.5,215.5,4826,5664,14,102,41,37,3,103,5695,20,88
"8517",16.5,215.5,4635,5373,12,100,51,40,3,134,5908,26,84
"8518",17.5,215.5,4659,5168,14,85,40,35,4,169,5909,15,81
"8519",18.5,215.5,4622,5049,11,78,38,32,5,159,5976,22,79
"8520",19.5,215.5,4845,5235,15,88,44,41,2,135,5875,19,82
"8573",72.5,215.5,4469,5147,13,132,41,47,2,170,5903,22,81
"8574",73.5,215.5,4495,4854,13,121,42,34,3,156,5926,21,76
"8626",125.5,215.5,4684,5568,4,90,64,43,2,88,5418,27,87
"8627",126.5,215.5,4815,5410,8,88,43,22,4,115,5826,19,84
"8629",128.5,215.5,4783,5706,14,115,47,29,2,75,5487,22,89
"8652",151.5,215.5,4599,5189,14,86,40,36,0,120,5661,17,81
"8653",152.5,215.5,4667,5409,14,74,43,29,4,126,5582,16,84
"8654",153.5,215.5,4594,5228,14,75,41,38,4,121,5734,21,82
"8655",154.5,215.5,4664,5244,9,78,53,39,2,144,5912,19,82
"8656",155.5,215.5,4761,5179,4,78,42,25,2,156,5894,18,81
"8657",156.5,215.5,4712,5170,7,75,47,38,5,145,5964,22,81
"8662",161.5,215.5,4585,5191,9,106,52,42,2,149,5786,15,81
"8712",211.5,215.5,4764,5496,10,89,39,26,3,95,5590,15,86
"8713",212.5,215.5,4761,5429,13,92,31,32,1,96,5475,22,85
"8714",213.5,215.5,4802,5651,11,105,40,50,0,120,5432,23,88
"8732",231.5,215.5,4808,5454,13,83,40,27,4,127,5743,12,85
"8733",232.5,215.5,4610,5311,16,128,57,44,2,133,5734,20,83
"8736",235.5,215.5,4797,5790,5,66,34,42,4,83,5613,12,90
"8737",236.5,215.5,4695,5400,20,85,34,28,3,96,5549,14,84
"8738",237.5,215.5,4664,5413,16,83,36,30,3,115,5644,17,84
"8739",238.5,215.5,4649,5454,16,79,44,36,3,117,5568,24,85
"8740",239.5,215.5,4648,5528,19,117,37,50,1,115,5501,21,86
"8741",240.5,215.5,4505,5171,8,104,75,37,5,144,5567,25,81
"8743",242.5,215.5,4862,5467,12,96,42,41,3,87,5525,13,85
"8748",247.5,215.5,4934,5174,12,93,42,46,3,108,5805,21,81
"8749",248.5,215.5,4716,5561,17,108,51,53,5,103,5459,30,87
"8761",10.5,214.5,4763,5305,15,117,38,47,2,122,5696,28,83
"8766",15.5,214.5,4730,5303,11,96,39,42,4,123,5740,21,83
"8767",16.5,214.5,4505,5088,8,102,57,32,3,137,5741,28,80
"8769",18.5,214.5,4891,5213,16,110,58,44,5,122,5722,14,82
"8770",19.5,214.5,4864,5255,6,102,35,27,2,140,5833,20,82
"8875",124.5,214.5,4777,5576,19,94,50,36,3,102,5493,23,87
"8876",125.5,214.5,4705,5638,12,83,38,30,4,92,5475,17,88
"8877",126.5,214.5,4649,5555,13,92,42,32,3,94,5693,20,86
"8878",127.5,214.5,4759,5659,6,82,22,32,3,70,5633,20,88
"8879",128.5,214.5,4705,5668,7,109,46,40,3,76,5596,19,88
"8881",130.5,214.5,4742,5523,10,78,37,34,4,131,5654,21,86
"8902",151.5,214.5,4593,5242,11,80,47,31,2,138,5596,25,82
"8903",152.5,214.5,4684,5305,13,86,47,37,2,138,5728,20,83
"8904",153.5,214.5,4773,5208,12,76,64,36,2,129,5693,23,82
"8905",154.5,214.5,4809,5551,13,69,49,40,1,154,5762,22,86
"8906",155.5,214.5,4656,5117,14,106,52,49,3,136,5903,22,80
"8961",210.5,214.5,4894,5583,20,80,40,32,0,103,5658,14,87
"8962",211.5,214.5,4655,5452,8,96,33,40,6,116,5586,20,85
"8963",212.5,214.5,4684,5655,15,81,41,31,2,109,5567,20,88
"8986",235.5,214.5,4924,5633,11,97,43,36,7,99,5515,14,88
"8988",237.5,214.5,4742,5485,15,78,46,42,2,113,5651,16,85
"8989",238.5,214.5,4790,5619,11,96,30,24,3,87,5520,23,87
"8990",239.5,214.5,4758,5445,14,94,41,36,1,122,5603,16,85
"8991",240.5,214.5,4534,5229,8,95,66,36,3,136,5946,22,82
"8992",241.5,214.5,4647,5244,9,87,32,41,6,138,5673,25,82
"8993",242.5,214.5,4665,5421,13,81,50,33,2,117,5698,16,85
"8994",243.5,214.5,4834,5716,13,76,35,36,6,88,5486,14,89
"8996",245.5,214.5,4713,5588,12,88,41,30,6,117,5546,14,87
"9012",11.5,213.5,4796,5460,11,109,39,30,3,125,5997,25,85
"9016",15.5,213.5,4764,5321,12,103,36,39,2,109,5925,24,83
"9017",16.5,213.5,4700,5216,10,78,42,35,4,145,6039,19,82
"9018",17.5,213.5,4809,5080,13,93,61,37,3,111,5846,23,80
"9020",19.5,213.5,4703,5353,9,106,30,38,4,135,5910,17,84
"9125",124.5,213.5,4815,5488,15,92,49,37,1,98,5613,20,86
"9126",125.5,213.5,4863,5779,9,89,36,34,3,93,5390,26,90
"9127",126.5,213.5,4896,5782,7,75,41,23,1,94,5509,20,90
"9128",127.5,213.5,4783,5630,9,72,41,19,3,101,5588,20,88
"9129",128.5,213.5,4722,5510,7,79,40,32,3,120,5702,19,86
"9131",130.5,213.5,4800,5713,13,81,44,40,3,85,5605,14,89
"9152",151.5,213.5,4618,5202,14,83,43,32,5,148,5691,32,81
"9153",152.5,213.5,4668,5313,14,94,59,37,5,173,5792,20,83
"9211",210.5,213.5,4751,5469,19,96,27,39,1,108,5648,11,85
"9236",235.5,213.5,4836,5675,14,79,29,34,2,83,5530,28,88
"9237",236.5,213.5,4773,5579,10,75,40,33,1,92,5675,20,87
"9238",237.5,213.5,4832,5677,10,75,37,30,1,113,5617,15,88
"9239",238.5,213.5,4833,5407,14,64,33,36,2,103,5586,21,84
"9240",239.5,213.5,4747,5527,13,74,31,35,4,94,5635,13,86
"9241",240.5,213.5,4508,5464,15,106,42,40,2,146,5673,22,85
"9242",241.5,213.5,4705,5459,11,86,34,29,2,118,5540,20,85
"9243",242.5,213.5,4729,5542,17,71,45,37,4,96,5541,13,86
"9244",243.5,213.5,4786,5594,10,70,42,46,5,93,5559,19,87
"9246",245.5,213.5,4684,5469,17,82,43,37,3,106,5681,22,85
"9247",246.5,213.5,4839,5520,12,71,34,34,1,107,5600,23,86
"9248",247.5,213.5,4891,5734,11,67,37,38,3,80,5471,20,89
"9265",14.5,212.5,4821,5380,14,115,41,47,2,119,5809,25,84
"9266",15.5,212.5,4598,5363,19,127,40,48,2,108,5709,20,84
"9267",16.5,212.5,4825,5454,12,116,43,41,2,109,5776,18,85
"9268",17.5,212.5,4731,5118,14,97,39,37,3,123,6050,20,80
"9269",18.5,212.5,4612,5113,10,102,31,46,2,157,5943,15,80
"9270",19.5,212.5,4536,5165,13,122,31,52,2,156,5960,14,81
"9375",124.5,212.5,4810,5632,13,127,42,38,2,76,5686,22,88
"9376",125.5,212.5,4969,5617,9,84,34,39,5,57,5448,21,87
"9377",126.5,212.5,4980,5773,21,89,36,33,6,81,5495,16,90
"9378",127.5,212.5,4869,5416,10,81,46,35,3,127,5668,24,84
"9379",128.5,212.5,4961,5596,12,73,49,34,3,91,5520,15,87
"9380",129.5,212.5,4869,5642,15,90,41,28,1,89,5550,20,88
"9381",130.5,212.5,4767,5542,19,124,48,34,1,109,5491,23,86
"9401",150.5,212.5,4522,5088,11,111,39,55,4,133,5839,36,80
"9486",235.5,212.5,4890,5741,9,86,29,22,4,89,5421,17,89
"9487",236.5,212.5,4736,5403,10,89,33,36,3,121,5585,26,84
"9488",237.5,212.5,4744,5675,12,67,44,41,6,86,5495,14,88
"9489",238.5,212.5,4712,5467,9,80,32,40,3,113,5485,17,85
"9492",241.5,212.5,4703,5299,5,69,34,37,3,112,5666,18,83
"9493",242.5,212.5,4842,5373,9,92,45,38,3,100,5585,16,84
"9494",243.5,212.5,4738,5399,12,69,42,33,5,119,5707,21,84
"9496",245.5,212.5,4693,5536,13,69,33,33,4,106,5734,18,86
"9497",246.5,212.5,4759,5631,5,79,39,33,4,101,5562,18,88
"9498",247.5,212.5,4830,5720,7,79,33,35,2,94,5585,17,89
"9499",248.5,212.5,4640,5643,10,117,50,42,6,108,5649,27,88
"9629",128.5,211.5,4776,5620,14,74,32,37,2,87,5619,15,87
"9630",129.5,211.5,4911,5661,12,63,37,35,4,85,5530,19,88
"9631",130.5,211.5,4668,5526,18,89,43,43,2,102,5386,16,86
"9736",235.5,211.5,4931,5485,9,85,42,25,0,112,5523,15,85
"9737",236.5,211.5,4976,5116,10,76,60,38,2,131,5847,23,80
"9738",237.5,211.5,4567,5532,8,104,51,37,4,85,5557,28,86
"9739",238.5,211.5,4597,5197,12,96,48,31,0,126,5739,24,81
"9742",241.5,211.5,4735,5554,20,72,41,27,4,101,5516,29,86
"9743",242.5,211.5,4801,5592,10,74,33,39,3,103,5568,16,87
"9744",243.5,211.5,4654,5509,14,84,34,48,1,103,5674,25,86
"9746",245.5,211.5,4691,5220,14,91,71,42,2,91,5597,13,82
"9747",246.5,211.5,4888,5831,12,84,42,33,4,73,5491,18,90
"9748",247.5,211.5,4868,5789,14,98,36,43,3,84,5473,22,90
"9749",248.5,211.5,4722,5576,9,113,33,45,2,90,5693,24,87
"9986",235.5,210.5,4826,5593,10,89,34,36,1,139,5659,15,87
"9987",236.5,210.5,4842,5688,8,87,38,29,3,73,5563,22,88
"9989",238.5,210.5,4646,5603,13,85,49,28,2,74,5530,16,87
"9991",240.5,210.5,4911,5557,9,67,37,30,6,103,5598,22,87
"9992",241.5,210.5,4865,5576,20,92,46,26,3,106,5547,17,87
"9993",242.5,210.5,4898,5633,13,77,24,24,3,69,5551,12,88
"9996",245.5,210.5,4899,5596,17,79,45,37,2,79,5507,14,87
"9997",246.5,210.5,4858,5626,13,99,36,26,0,82,5444,18,87
"9998",247.5,210.5,4777,5679,8,82,43,44,3,81,5485,20,88
"10202",201.5,209.5,4858,5596,9,87,42,41,0,108,5647,17,87
"10203",202.5,209.5,4817,5588,16,88,39,32,4,82,5581,21,87
"10236",235.5,209.5,4790,5349,15,94,30,33,5,140,5703,16,84
"10237",236.5,209.5,4729,5447,15,90,44,34,4,126,5595,26,85
"10238",237.5,209.5,4647,5417,20,96,50,36,5,90,5424,24,84
"10241",240.5,209.5,4776,5612,7,76,35,36,4,79,5547,23,87
"10242",241.5,209.5,4860,5657,12,101,61,35,2,81,5594,25,88
"10485",234.5,208.5,4773,5340,14,115,53,40,4,111,5728,19,83
"10486",235.5,208.5,4781,5695,6,86,29,28,2,90,5461,18,88
"10487",236.5,208.5,4783,5634,14,88,33,30,1,86,5596,18,88
"10489",238.5,208.5,4791,5336,9,82,69,33,3,96,5595,19,83
"10491",240.5,208.5,4694,5604,7,106,46,33,1,63,5547,21,87
"10492",241.5,208.5,4864,5741,11,72,21,31,4,73,5455,19,89
"10493",242.5,208.5,4966,5807,11,83,39,34,3,96,5487,11,90
"10494",243.5,208.5,4804,5620,6,83,35,26,2,77,5551,9,87
"10496",245.5,208.5,4696,5571,12,90,50,26,3,84,5484,14,87
"10497",246.5,208.5,4813,5592,11,74,40,36,4,95,5541,14,87
"10663",162.5,207.5,4600,5062,6,92,39,42,0,178,5823,25,79
"10738",237.5,207.5,4693,5461,11,106,49,43,1,132,5641,22,85
"10739",238.5,207.5,4871,5838,19,92,40,27,1,58,5411,20,91
"10740",239.5,207.5,4860,5865,9,72,41,47,6,83,5468,23,91
"10741",240.5,207.5,4811,5812,14,74,36,37,4,90,5558,16,90
"10742",241.5,207.5,4818,5749,12,91,27,37,3,73,5405,21,89
"10743",242.5,207.5,4878,5574,8,84,35,48,4,82,5376,21,87
"10744",243.5,207.5,4873,5721,17,83,33,39,2,72,5453,24,89
"10746",245.5,207.5,4823,5689,13,83,37,38,4,111,5556,23,88
"10912",161.5,206.5,4660,4917,9,88,51,40,5,129,5753,24,77
"10913",162.5,206.5,4585,5163,12,100,44,37,4,154,5684,10,81
"10989",238.5,206.5,4660,5606,14,91,36,27,3,107,5637,23,87
"10990",239.5,206.5,4934,5558,15,86,45,42,1,110,5497,20,87
"10991",240.5,206.5,4915,5763,17,82,50,22,4,80,5469,21,89
"10992",241.5,206.5,4732,5605,13,87,30,35,3,67,5313,17,87
"10993",242.5,206.5,4911,5714,5,92,41,36,1,73,5548,18,89
"10994",243.5,206.5,4817,5804,10,108,38,37,3,74,5505,18,90
"10996",245.5,206.5,4690,5781,11,109,37,44,1,100,5636,21,90
"11112",111.5,205.5,4730,5766,8,101,41,22,1,93,5566,19,89
"11162",161.5,205.5,4611,5286,11,101,43,36,4,148,6003,28,83
"11163",162.5,205.5,4415,5074,15,110,43,36,2,154,5853,12,80
"11239",238.5,205.5,4589,5216,12,77,50,31,4,141,5813,12,82
"11240",239.5,205.5,4721,5675,9,92,41,37,0,92,5590,15,88
"11241",240.5,205.5,4749,5639,9,101,43,42,1,98,5585,13,88
"11242",241.5,205.5,4656,5206,14,82,46,47,2,139,5736,17,81
"11243",242.5,205.5,4752,5356,14,90,32,27,2,110,5680,17,84
"11244",243.5,205.5,4667,5628,12,88,43,34,5,88,5593,14,88
"11411",160.5,204.5,4617,5208,11,98,35,39,3,136,5752,27,82
"11725",224.5,203.5,4974,5842,9,89,37,43,3,78,5421,25,91
"11976",225.5,202.5,4943,5830,13,89,37,36,1,54,5272,19,90
"11977",226.5,202.5,4957,5676,12,119,55,52,2,57,5512,21,88
"12246",245.5,201.5,4798,5397,13,77,41,40,6,120,5607,15,84
"12249",248.5,201.5,4710,5294,13,71,45,31,1,92,5526,27,83
"12992",241.5,198.5,4773,5582,12,80,44,40,5,104,5451,13,87
"12993",242.5,198.5,4867,5719,20,105,37,33,3,100,5510,23,89
"12994",243.5,198.5,4855,5677,8,98,37,36,2,82,5512,21,88
"13448",197.5,196.5,4794,5904,10,101,41,35,3,66,5580,18,91
"13449",198.5,196.5,4792,5556,12,95,35,36,2,106,5478,12,86
"13450",199.5,196.5,4748,5412,15,103,47,40,2,82,5503,19,84
"13452",201.5,196.5,4854,5646,11,114,43,30,1,92,5392,16,88
"13695",194.5,195.5,4795,5436,10,85,36,34,8,113,5720,17,85
"13698",197.5,195.5,4920,5615,12,91,33,24,2,89,5391,10,87
"13699",198.5,195.5,4806,5742,19,89,38,36,1,109,5444,10,89
"13700",199.5,195.5,5038,5731,9,114,35,54,1,75,5563,18,89
"13702",201.5,195.5,4752,5161,12,101,36,45,1,121,5620,18,81
"13742",241.5,195.5,4697,5225,16,100,50,27,3,153,5859,24,82
"13872",121.5,194.5,4680,5337,9,87,38,39,3,96,5667,28,83
"13873",122.5,194.5,4746,5474,12,79,25,39,4,100,5655,20,85
"13945",194.5,194.5,4817,5730,13,86,37,31,3,82,5429,22,89
"13946",195.5,194.5,4808,5660,17,75,34,43,5,102,5442,13,88
"13947",196.5,194.5,4838,5307,11,123,48,39,2,101,5494,29,83
"13948",197.5,194.5,4848,5802,10,86,33,32,4,68,5326,21,90
"13949",198.5,194.5,4735,5725,12,85,32,39,4,93,5482,20,89
"13991",240.5,194.5,4662,5552,12,89,36,35,2,102,5622,13,86
"13992",241.5,194.5,4722,5306,8,86,40,18,2,119,5611,21,83
"13997",246.5,194.5,5060,6007,8,68,49,31,2,67,5396,19,93
"14122",121.5,193.5,4862,5301,14,75,47,35,2,122,5666,18,83
"14123",122.5,193.5,4863,5477,14,86,39,37,2,135,5836,20,85
"14124",123.5,193.5,4670,5490,14,126,52,39,2,87,5603,29,86
"14125",124.5,193.5,4880,5528,13,81,34,30,5,107,5571,16,86
"14194",193.5,193.5,4763,5172,16,106,63,42,8,128,5687,31,81
"14195",194.5,193.5,4820,5556,11,101,27,27,7,82,5577,18,86
"14196",195.5,193.5,4971,5699,9,94,47,31,1,84,5518,18,89
"14197",196.5,193.5,4850,5602,9,96,48,31,3,79,5425,26,87
"14225",224.5,193.5,4908,5868,10,96,34,37,1,57,5330,36,91
"14226",225.5,193.5,4914,6135,8,80,38,33,2,52,5255,30,95
"14227",226.5,193.5,4782,5745,9,74,42,46,2,56,5472,16,89
"14242",241.5,193.5,4722,5184,13,77,42,33,3,123,5614,16,81
"14245",244.5,193.5,4966,5542,11,77,40,29,2,88,5613,11,86
"14247",246.5,193.5,4607,5452,13,88,35,32,2,108,5592,18,85
"14248",247.5,193.5,4730,5695,9,123,39,46,4,69,5462,19,88
"14372",121.5,192.5,4792,5340,9,113,36,44,5,99,5570,22,83
"14373",122.5,192.5,4761,5460,16,120,37,47,3,116,5586,22,85
"14446",195.5,192.5,4771,5685,10,90,34,36,2,95,5429,31,88
"14447",196.5,192.5,4642,5357,8,74,46,37,3,138,5785,17,84
"14448",197.5,192.5,4664,5134,12,94,31,28,5,135,5736,14,80
"14449",198.5,192.5,4624,5115,8,96,56,44,3,124,5826,21,80
"14474",223.5,192.5,5036,5905,8,61,41,26,4,52,5262,18,91
"14475",224.5,192.5,4941,5952,14,72,29,35,4,51,5449,15,92
"14476",225.5,192.5,5084,6074,10,70,24,31,3,57,5295,14,94
"14477",226.5,192.5,5050,5924,9,87,38,29,4,87,5464,10,92
"14478",227.5,192.5,4806,5521,13,122,40,49,5,131,5655,23,86
"14494",243.5,192.5,4847,5643,15,78,38,29,4,111,5477,20,88
"14495",244.5,192.5,5011,5840,15,75,43,39,5,67,5443,15,91
"14496",245.5,192.5,4816,5620,4,76,39,29,5,95,5705,14,87
"14653",152.5,191.5,4743,5567,7,74,36,35,4,86,5399,15,87
"14725",224.5,191.5,4843,5735,8,93,26,33,3,64,5508,18,89
"14726",225.5,191.5,4834,5675,10,85,47,27,2,88,5464,17,88
"14727",226.5,191.5,4814,5701,14,92,37,47,3,81,5598,15,89
"14743",242.5,191.5,4769,5657,10,77,34,30,0,101,5535,18,88
"14744",243.5,191.5,4879,5919,10,85,29,29,4,60,5308,11,92
"14745",244.5,191.5,4857,5929,13,80,39,42,4,62,5491,26,92
"14746",245.5,191.5,4647,5754,11,70,60,45,4,68,5238,19,89
"14901",150.5,190.5,4788,4931,13,90,69,36,1,148,5852,26,78
"14902",151.5,190.5,4944,5610,10,82,44,28,5,111,5522,20,87
"14903",152.5,190.5,4763,5430,13,88,49,28,1,120,5767,22,85
"14904",153.5,190.5,4698,5320,12,80,34,39,4,123,5673,14,83
"14975",224.5,190.5,4664,5468,18,96,34,34,2,114,5540,17,85
"14976",225.5,190.5,4598,5575,15,112,39,32,2,116,5697,17,87
"14993",242.5,190.5,4818,5573,12,66,33,33,4,83,5499,18,87
"14994",243.5,190.5,4963,5936,15,81,31,31,1,68,5411,18,92
"15000",249.5,190.5,4820,5347,12,86,49,32,4,144,5706,18,83
"15037",36.5,189.5,4855,5259,14,107,47,36,0,105,5886,23,82
"15038",37.5,189.5,4725,5126,21,89,78,38,0,114,5871,19,80
"15039",38.5,189.5,4884,5428,20,78,37,38,4,129,5698,25,85
"15040",39.5,189.5,4787,5508,22,85,38,34,1,103,5727,21,86
"15053",52.5,189.5,4737,5293,12,86,49,29,2,113,5471,27,83
"15150",149.5,189.5,4881,5201,12,85,76,27,2,94,5809,23,81
"15151",150.5,189.5,4828,5551,13,69,37,27,4,95,5541,13,86
"15152",151.5,189.5,4853,5613,11,81,31,32,3,96,5679,21,87
"15153",152.5,189.5,4935,5347,12,116,42,32,4,104,5659,26,83
"15155",154.5,189.5,4745,5497,15,85,36,32,1,89,5725,17,86
"15243",242.5,189.5,4867,5615,12,104,29,47,2,108,5504,13,87
"15244",243.5,189.5,4874,5767,10,70,30,41,5,61,5467,19,90
"15250",249.5,189.5,4622,5528,10,116,55,47,6,98,5509,23,86
"15284",33.5,188.5,4813,5434,12,102,42,43,3,123,5675,20,85
"15285",34.5,188.5,4851,5574,8,83,40,28,2,131,5797,17,87
"15286",35.5,188.5,4899,5354,18,97,56,40,2,103,5915,22,84
"15287",36.5,188.5,4930,5575,6,102,38,41,3,97,5521,13,87
"15288",37.5,188.5,4841,5479,10,85,46,43,3,103,5663,19,85
"15289",38.5,188.5,5044,5607,9,103,43,50,3,81,5627,17,87
"15399",148.5,188.5,4922,5765,9,95,30,36,2,88,5455,14,89
"15400",149.5,188.5,4898,5626,23,80,39,41,2,89,5537,25,87
"15401",150.5,188.5,4816,5576,15,88,37,35,2,91,5539,18,87
"15402",151.5,188.5,5078,5575,20,75,26,36,4,84,5604,19,87
"15403",152.5,188.5,4772,5748,14,80,35,48,4,79,5549,34,89
"15405",154.5,188.5,4837,5573,14,82,38,35,3,100,5629,19,87
"15493",242.5,188.5,4840,5674,12,88,39,39,1,70,5484,16,88
"15494",243.5,188.5,4837,5651,12,79,38,35,6,83,5388,17,88
"15500",249.5,188.5,4776,5742,8,86,31,28,4,91,5455,11,89
"15533",32.5,187.5,4854,5649,17,95,40,34,1,111,5663,16,88
"15534",33.5,187.5,4858,5335,7,95,43,32,3,134,5838,14,83
"15535",34.5,187.5,4781,5468,9,95,39,41,3,109,5836,23,85
"15536",35.5,187.5,4919,5440,8,82,27,30,2,116,5710,18,85
"15538",37.5,187.5,4588,5488,18,120,48,36,3,91,5841,30,86
"15648",147.5,187.5,4793,5765,17,89,36,43,2,77,5539,28,89
"15649",148.5,187.5,4571,5685,6,97,43,34,4,82,5731,25,88
"15652",151.5,187.5,4977,5809,6,60,43,28,2,60,5405,21,90
"15653",152.5,187.5,4802,5557,15,98,29,29,6,96,5500,24,87
"15654",153.5,187.5,4903,5846,10,83,34,30,3,88,5532,23,91
"15743",242.5,187.5,4754,5729,13,113,36,34,1,108,5563,19,89
"15783",32.5,186.5,5018,5798,11,112,37,31,1,80,5619,17,90
"15784",33.5,186.5,4892,5570,15,126,38,35,0,82,5774,22,87
"15785",34.5,186.5,5037,5712,8,95,33,34,4,83,5702,20,89
"15786",35.5,186.5,4971,5743,13,83,37,28,3,84,5579,19,89
"15898",147.5,186.5,4816,5652,13,79,34,30,3,87,5551,32,88
"15899",148.5,186.5,4880,5732,13,81,38,31,3,88,5614,18,89
"15900",149.5,186.5,4859,5629,10,70,40,29,2,78,5423,21,88
"15901",150.5,186.5,4712,5481,7,107,47,44,5,82,5562,24,85
"15902",151.5,186.5,4974,5820,7,69,46,33,3,82,5438,22,90
"16147",146.5,185.5,4828,5741,13,75,47,23,9,76,5470,22,89
"16148",147.5,185.5,4832,5647,11,82,41,28,3,92,5614,21,88
"16149",148.5,185.5,4990,5718,16,93,37,43,3,85,5525,24,89
"16150",149.5,185.5,4990,5663,11,89,41,22,2,94,5606,8,88
"16151",150.5,185.5,4876,5800,7,77,35,42,4,73,5490,19,90
"16152",151.5,185.5,4715,5665,12,105,52,42,4,88,5381,22,88
"16153",152.5,185.5,4888,5715,12,88,35,34,1,84,5432,14,89
"16396",145.5,184.5,4720,4939,12,101,80,31,5,120,5850,20,78
"16397",146.5,184.5,4697,5757,15,96,48,41,1,79,5446,17,89
"16398",147.5,184.5,4850,5829,14,81,31,30,4,73,5522,20,90
"16399",148.5,184.5,4914,5571,18,88,51,37,2,92,5560,15,87
"16400",149.5,184.5,5049,5900,15,66,45,28,5,77,5495,19,91
"16401",150.5,184.5,5141,6114,12,69,34,37,4,51,5370,19,94
"16646",145.5,183.5,4828,5852,16,80,37,28,3,58,5504,18,91
"16647",146.5,183.5,4702,5543,6,85,32,35,3,110,5554,24,86
"16648",147.5,183.5,4898,5694,6,72,51,41,3,92,5536,25,88
"16649",148.5,183.5,4867,5674,6,81,44,33,1,77,5426,26,88
"16650",149.5,183.5,4912,5849,5,81,49,34,3,82,5461,17,91
"16651",150.5,183.5,4688,5340,15,85,32,46,3,146,5782,21,83
"16652",151.5,183.5,4796,5421,13,81,35,31,2,96,5679,16,85
"16896",145.5,182.5,4755,5708,14,116,32,46,3,66,5371,20,89
"16897",146.5,182.5,4901,5868,12,74,39,33,4,77,5417,12,91
"16898",147.5,182.5,4674,5960,8,87,34,46,3,76,5547,21,92
"16899",148.5,182.5,4672,5190,8,80,44,41,3,139,5768,24,81
"16900",149.5,182.5,4831,5584,9,78,33,29,0,121,5621,23,87
"16901",150.5,182.5,5004,5637,13,83,45,25,3,83,5507,20,88
"17107",106.5,181.5,4692,5305,11,124,54,49,4,111,5793,16,83
"17108",107.5,181.5,4784,5369,9,111,40,42,5,108,5731,17,84
"17145",144.5,181.5,4832,5574,11,109,31,30,4,85,5375,27,87
"17146",145.5,181.5,4948,5739,12,96,41,39,4,83,5619,16,89
"17147",146.5,181.5,5144,5905,18,77,39,25,2,91,5572,15,91
"17148",147.5,181.5,4890,5651,14,79,27,35,2,114,5610,21,88
"17149",148.5,181.5,4874,5807,10,78,39,36,4,85,5676,23,90
"17150",149.5,181.5,4974,5816,14,69,40,35,13,90,5561,25,90
"17151",150.5,181.5,4811,5689,16,78,39,30,0,90,5599,16,88
"17396",145.5,180.5,4928,5803,18,87,39,40,4,96,5579,22,90
"17397",146.5,180.5,4705,5737,14,123,33,58,5,104,5544,20,89
"18725",224.5,175.5,4676,5401,11,100,40,35,5,144,5769,31,84
"18726",225.5,175.5,4637,5406,15,96,35,27,5,102,5531,17,84
"18727",226.5,175.5,4793,5197,12,83,35,38,3,115,5668,21,81
"18885",134.5,174.5,4787,5520,9,99,38,38,3,100,5636,23,86
"18886",135.5,174.5,4807,5683,8,86,47,32,1,92,5508,19,88
"18887",136.5,174.5,4826,5656,18,121,55,42,7,84,5573,24,88
"18888",137.5,174.5,4771,5830,10,91,31,41,4,77,5539,21,90
"18889",138.5,174.5,4807,5391,13,90,35,45,3,115,5710,25,84
"18975",224.5,174.5,4741,5325,24,82,40,40,2,134,5683,10,83
"18976",225.5,174.5,4676,5347,7,87,47,27,3,137,5772,19,83
"18979",228.5,174.5,4673,5434,15,88,44,34,1,124,5558,21,85
"18980",229.5,174.5,4740,5338,15,86,39,43,1,139,5575,20,83
"18981",230.5,174.5,4578,5307,11,102,49,49,3,114,5729,19,83
"19134",133.5,173.5,4737,5604,16,98,49,32,3,94,5535,13,87
"19135",134.5,173.5,4867,5897,8,95,38,27,1,79,5558,17,91
"19136",135.5,173.5,4858,5770,10,72,34,34,6,89,5478,12,90
"19137",136.5,173.5,4799,5743,13,92,42,38,1,83,5464,23,89
"19138",137.5,173.5,4797,5548,10,101,38,42,1,87,5569,15,86
