"","x","y","N","Al","Ca","Cr","Fe","K","Mg","Mn","Na","Si","Ti","An"
"75571",70.5,348.5,2,5459,4211,1,37,19,36,8,314,6263,61,85.886064121959
"75572",71.5,348.5,2,5277,4198,6,38,26,37,3,407,6330,51,85.6226769170181
"75614",113.5,348.5,2,5180,3942,3,35,17,58,9,506,6399,54,80.4359750351046
"75615",114.5,348.5,2,5200,4019,9,50,12,41,3,500,6506,60,81.9960377105239
"75616",115.5,348.5,2,5369,4064,5,51,19,34,6,459,6421,53,82.907762650704
"75617",116.5,348.5,2,5173,3909,6,52,25,34,4,480,6510,42,79.7673767456393
"75688",187.5,348.5,2,5309,4028,7,47,17,48,6,466,6344,49,82.17838269856
"75689",188.5,348.5,2,5210,4031,5,46,12,54,6,458,6468,44,82.2391643612386
"75690",189.5,348.5,2,5282,4154,8,47,20,53,6,395,6202,51,84.7312125310642
"75691",190.5,348.5,2,5256,4054,8,47,18,42,6,420,6500,45,82.7051571084418
"75692",191.5,348.5,2,5151,4019,2,48,17,42,4,514,6404,57,81.9960377105239
"75693",192.5,348.5,2,5082,3875,7,57,23,49,7,531,6562,47,79.0785179019476
"75694",193.5,348.5,2,5148,4195,7,25,23,41,9,390,6229,52,85.5618952543394
"75695",194.5,348.5,2,5227,4019,5,57,16,55,11,459,6374,50,81.9960377105239
"75994",493.5,348.5,2,5139,3993,7,47,21,59,6,459,6572,59,81.4692633006421
"75995",494.5,348.5,2,5192,3992,3,52,21,33,5,448,6348,55,81.4490027464159
"75996",495.5,348.5,2,5118,3909,4,36,29,29,7,526,6449,55,79.7673767456393
"75997",496.5,348.5,2,5127,3822,7,56,26,55,9,522,6603,42,78.0047085279577
"75998",497.5,348.5,2,5049,3880,3,43,19,41,7,597,6604,59,79.1798206730787
"75999",498.5,348.5,2,5076,3698,4,47,25,50,8,549,6701,58,75.4923998039059
"76000",499.5,348.5,2,4807,3761,5,52,24,103,10,604,6759,48,76.768814720158
"76002",1.5,347.5,2,5334,3938,4,46,14,42,6,544,6510,39,80.3549328181998
"76003",2.5,347.5,2,5256,3963,6,43,21,51,8,519,6644,49,80.8614466738554
"76070",69.5,347.5,2,5201,4045,6,56,33,67,12,379,6394,43,82.5228121204058
"76071",70.5,347.5,2,5432,4292,6,47,22,52,8,303,6185,52,87.5271690142832
"76116",115.5,347.5,2,5166,4097,5,43,21,42,10,478,6525,41,83.5763609401694
"76117",116.5,347.5,2,5296,3976,5,40,27,45,10,483,6340,50,81.1248338787963
"76186",185.5,347.5,2,5207,4063,7,44,13,46,6,455,6388,54,82.8875020964778
"76187",186.5,347.5,2,5335,4104,3,41,22,32,10,439,6398,53,83.718184819753
"76188",187.5,347.5,2,5365,4162,7,46,23,44,4,470,6395,39,84.893296964874
"76189",188.5,347.5,2,5309,4038,6,36,24,33,9,436,6299,49,82.3809882408222
"76190",189.5,347.5,2,5333,4023,7,50,17,41,7,475,6479,42,82.0770799274288
"76191",190.5,347.5,2,5118,3936,4,44,23,33,11,506,6408,50,80.3144117097473
"76192",191.5,347.5,2,5096,3929,3,38,20,41,9,469,6128,41,80.1725878301637
"76193",192.5,347.5,2,5183,4056,5,54,20,44,7,398,6239,50,82.7456782168942
"76496",495.5,347.5,2,5170,3807,3,41,28,64,7,524,6535,41,77.7008002145644
"76497",496.5,347.5,2,5001,3778,5,41,35,50,9,554,6636,41,77.1132441420039
"76498",497.5,347.5,2,5124,3990,3,34,17,42,4,523,6692,36,81.4084816379634
"76500",499.5,347.5,2,5043,3783,4,44,24,56,8,577,6544,52,77.214546913135
"76501",0.5,346.5,2,5151,3879,4,44,14,52,9,539,6573,46,79.1595601188525
"76570",69.5,346.5,2,5501,4329,5,36,19,42,4,264,6245,45,88.2768095206535
"76688",187.5,346.5,2,5208,4073,1,50,24,42,9,494,6568,51,83.09010763874
"76689",188.5,346.5,2,5095,3903,4,42,15,31,7,504,6439,49,79.6458134202819
"76690",189.5,346.5,2,4960,3819,4,40,26,44,10,607,6647,53,77.943926865279
"76691",190.5,346.5,2,5230,4097,10,45,23,43,9,436,6429,41,83.5763609401694
"76692",191.5,346.5,2,5175,4143,4,42,15,52,6,449,6256,60,84.5083464345758
"76998",497.5,346.5,2,5244,3901,8,50,28,48,4,500,6619,51,79.6052923118295
"77000",499.5,346.5,2,5218,3906,7,35,26,45,5,493,6464,44,79.7065950829606
"77070",69.5,345.5,2,5393,4361,4,54,24,38,8,278,6024,61,88.9251472558927
"77188",187.5,345.5,2,5197,4119,5,46,17,37,11,477,6416,64,84.0220931331464
"77189",188.5,345.5,2,5154,3871,4,34,23,40,10,544,6558,45,78.9974756850427
"77190",189.5,345.5,2,5281,4044,3,43,20,49,7,458,6389,37,82.5025515661795
"77191",190.5,345.5,2,5218,4028,4,35,23,48,5,469,6301,52,82.17838269856
"77499",498.5,345.5,2,4883,4054,5,57,13,79,9,496,6584,51,82.7051571084418
"77500",499.5,345.5,2,5154,3858,7,36,25,35,6,545,6624,47,78.7340884801018
"77600",99.5,344.5,2,5201,4086,6,49,10,40,11,436,6350,42,83.353494843681
"77601",100.5,344.5,2,5260,4100,9,38,17,37,7,427,6397,49,83.6371426028481
"77689",188.5,344.5,2,5384,4003,3,53,15,43,7,432,6453,61,81.6718688429043
"78058",57.5,343.5,2,5111,4035,1,45,12,37,10,481,6556,43,82.3202065781435
"78059",58.5,343.5,2,5244,3958,7,57,23,54,13,448,6382,51,80.7601439027242
"78060",59.5,343.5,2,5207,3840,6,48,19,38,2,472,6324,53,78.3693985040298
"78100",99.5,343.5,2,5155,3959,7,60,15,50,6,403,6369,51,80.7804044569505
"78101",100.5,343.5,2,5310,4053,2,50,16,48,14,404,6398,39,82.6848965542156
"78557",56.5,342.5,2,5307,3918,9,54,25,40,9,466,6478,48,79.9497217336753
"78558",57.5,342.5,2,5162,3927,4,46,18,39,14,531,6428,52,80.1320667217113
"78559",58.5,342.5,2,5088,3831,7,46,18,40,5,552,6630,41,78.1870535159937
"78560",59.5,342.5,2,5139,4005,5,42,19,59,15,470,6447,43,81.7123899513568
"78561",60.5,342.5,2,5303,4117,6,44,23,49,11,457,6385,43,83.9815720246939
"78599",98.5,342.5,2,5114,3793,3,43,24,39,9,498,6463,49,77.4171524553972
"78600",99.5,342.5,2,5102,3969,3,49,13,43,10,501,6301,61,80.9830099992127
"78601",100.5,342.5,2,5227,3959,10,43,17,47,8,436,6356,48,80.7804044569505
"78863",362.5,342.5,2,5136,3831,5,42,18,47,4,584,6589,54,78.1870535159937
"78864",363.5,342.5,2,5256,3982,4,40,24,51,7,472,6462,57,81.2463972041536
"79057",56.5,341.5,2,4902,3564,8,44,33,44,10,767,6681,39,72.7774855375918
"79058",57.5,341.5,2,5189,4092,2,46,18,37,5,488,6345,53,83.4750581690383
"79059",58.5,341.5,2,5191,3932,4,44,29,47,5,509,6391,41,80.2333694928424
"79060",59.5,341.5,2,5165,3824,5,48,24,33,2,523,6463,51,78.0452296364102
"79061",60.5,341.5,2,5242,4038,5,40,23,43,8,398,6361,41,82.3809882408222
"79099",98.5,341.5,2,5080,3910,5,52,15,56,10,516,6338,46,79.7876372998655
"79100",99.5,341.5,2,5192,3984,5,40,22,44,5,496,6433,50,81.2869183126061
"79101",100.5,341.5,2,5109,3886,2,42,27,41,6,601,6484,60,79.3013839984361
"79361",360.5,341.5,2,4980,3622,5,45,32,57,10,671,6712,58,73.9525976827128
"79362",361.5,341.5,2,5288,3953,4,49,14,37,3,478,6398,40,80.6588411315931
"79363",362.5,341.5,2,5312,3983,6,45,20,36,4,433,6444,45,81.2666577583798
"79364",363.5,341.5,2,5314,4066,9,47,25,45,10,418,6458,54,82.9482837591565
"79502",1.5,340.5,2,5070,3884,5,50,20,68,5,579,6621,53,79.2608628899836
"79559",58.5,340.5,2,5093,3796,2,54,24,47,6,514,6643,53,77.4779341180759
"79560",59.5,340.5,2,5197,3868,2,49,25,50,6,555,6645,48,78.936694022364
"79598",97.5,340.5,2,4962,3755,6,44,29,51,7,686,6668,45,76.6472513948007
"79600",99.5,340.5,2,5207,4056,4,49,13,39,5,429,6477,49,82.7456782168942
"79601",100.5,340.5,2,5208,4196,8,41,21,46,6,446,6284,48,85.5821558085656
"79862",361.5,340.5,2,5356,4000,6,56,26,53,11,451,6509,47,81.6110871802257
"79863",362.5,340.5,2,5274,3826,0,52,19,45,5,536,6553,49,78.0857507448626
"79864",363.5,340.5,2,5218,4093,3,36,19,40,12,457,6480,38,83.4953187232645
"79865",364.5,340.5,2,5337,4051,4,42,23,43,11,410,6441,57,82.6443754457631
"79889",388.5,340.5,2,5324,4477,7,54,16,52,9,172,5943,50,91.2753715461347
"79890",389.5,340.5,2,5408,4477,3,32,20,66,11,132,5784,53,91.2753715461347
"80089",88.5,339.5,2,5080,3648,7,54,29,38,7,717,6712,49,74.4793720925947
"80098",97.5,339.5,2,5145,4017,4,48,23,37,10,500,6420,33,81.9555166020715
"80100",99.5,339.5,2,5280,4112,4,47,17,42,8,420,6345,38,83.8802692535628
"80101",100.5,339.5,2,4985,3795,5,41,19,49,7,647,6445,40,77.4576735638497
"80123",122.5,339.5,2,5201,4275,2,36,22,42,7,268,5910,44,87.1827395924374
"80361",360.5,339.5,2,5327,4013,7,42,21,51,6,440,6430,38,81.8744743851666
"80364",363.5,339.5,2,5126,3860,3,48,16,43,12,540,6557,53,78.7746095885543
"80365",364.5,339.5,2,5258,3956,4,36,22,45,10,471,6394,53,80.7196227942718
"80366",365.5,339.5,2,5271,4165,2,34,22,59,9,435,6430,42,84.9540786275527
"80388",387.5,339.5,2,5625,4519,6,48,24,51,7,142,6241,41,92.1263148236361
"80389",388.5,339.5,2,5548,4539,4,41,16,58,3,155,6007,54,92.5315259081606
"80390",389.5,339.5,2,5517,4627,7,34,17,53,5,121,6112,56,94.3144546800684
"80598",97.5,338.5,2,5190,3839,6,39,29,50,2,570,6805,52,78.3491379498035
"80599",98.5,338.5,2,5252,4020,6,39,17,44,5,519,6409,62,82.0162982647502
"80600",99.5,338.5,2,5308,4060,9,44,22,36,8,431,6315,56,82.8267204337991
"80601",100.5,338.5,2,4869,3656,7,45,29,65,10,697,6716,53,74.6414565264045
"80622",121.5,338.5,2,5263,4134,5,54,20,32,5,258,5979,50,84.3260014465397
"80623",122.5,338.5,2,5527,4406,6,34,15,35,7,282,6145,46,89.8368721960728
"80861",360.5,338.5,2,5198,4021,5,35,18,36,8,453,6532,49,82.0365588189764
"80862",361.5,338.5,2,5290,4007,2,52,23,42,16,469,6240,49,81.7529110598092
"80865",364.5,338.5,2,5419,4051,5,61,22,41,6,462,6369,58,82.6443754457631
"80866",365.5,338.5,2,5202,4099,11,48,18,44,6,469,6495,52,83.6168820486219
"80867",366.5,338.5,2,5136,3965,6,45,17,47,7,427,6231,37,80.9019677823078
"80871",370.5,338.5,2,5209,3996,4,41,17,35,3,417,6203,35,81.5300449633208
"80887",386.5,338.5,2,5506,4460,4,43,23,59,5,150,6042,43,90.9309421242889
"80888",387.5,338.5,2,5516,4648,5,44,18,40,10,124,6234,50,94.7399263188191
"80889",388.5,338.5,2,5565,4564,6,45,22,60,8,148,6011,45,93.0380397638162
"80890",389.5,338.5,2,5476,4540,6,41,14,38,6,110,6098,55,92.5517864623868
"81068",67.5,337.5,2,5235,3958,7,54,25,43,5,520,6510,46,80.7601439027242
"81069",68.5,337.5,2,5424,4167,4,37,13,27,7,429,6550,41,84.9945997360051
"81098",97.5,337.5,2,5269,4048,3,36,21,43,10,473,6409,46,82.5835937830844
"81099",98.5,337.5,2,5255,4175,4,37,13,44,9,431,6394,44,85.1566841698149
"81100",99.5,337.5,2,5190,3957,4,47,22,59,4,463,6393,42,80.739883348498
"81122",121.5,337.5,2,5491,4211,6,48,22,44,7,268,6164,51,85.886064121959
"81123",122.5,337.5,2,5264,4280,9,32,14,35,9,217,6022,46,87.2840423635685
"81362",361.5,337.5,2,5297,4015,5,54,22,55,7,501,6437,44,81.914995493619
"81363",362.5,337.5,2,5279,4118,5,57,25,54,5,408,6423,36,84.0018325789201
"81364",363.5,337.5,2,4971,3840,5,42,35,57,11,494,6352,55,78.3693985040298
"81366",365.5,337.5,2,5119,4020,1,33,21,53,5,496,6619,54,82.0162982647502
"81367",366.5,337.5,2,5223,4012,6,50,21,40,6,488,6473,62,81.8542138309404
"81371",370.5,337.5,2,5280,4129,3,44,29,48,10,443,6477,47,84.2246986754086
"81386",385.5,337.5,2,5559,4603,4,30,28,45,6,146,6057,48,93.828201378639
"81387",386.5,337.5,2,5595,4654,7,35,18,40,7,138,6150,49,94.8614896441764
"81388",387.5,337.5,2,5461,4632,6,41,12,47,11,144,6078,46,94.4157574511995
"81389",388.5,337.5,2,5590,4626,5,32,14,47,7,139,6051,48,94.2941941258421
"81565",64.5,336.5,2,5180,3871,4,40,28,39,7,534,6622,52,78.9974756850427
"81566",65.5,336.5,2,5258,4066,5,42,20,35,7,489,6383,60,82.9482837591565
"81569",68.5,336.5,2,5184,3864,5,72,24,71,9,522,6614,54,78.8556518054591
"81570",69.5,336.5,2,5170,4087,4,43,22,36,6,437,6372,43,83.3737553979072
"81598",97.5,336.5,2,5199,4233,9,44,11,42,9,389,6445,49,86.331796314936
"81599",98.5,336.5,2,5305,4072,7,54,17,44,9,384,6329,44,83.0698470845138
"81600",99.5,336.5,2,5131,3759,5,30,28,45,8,619,6730,41,76.7282936117056
"81863",362.5,336.5,2,5047,3896,7,54,33,45,6,516,6585,48,79.5039895406983
"81864",363.5,336.5,2,5207,4014,4,41,20,48,6,457,6429,49,81.8947349393928
"81867",366.5,336.5,2,4875,3723,6,41,21,55,8,534,6419,55,75.9989136595615
"81871",370.5,336.5,2,5325,3953,6,37,23,40,4,419,6478,44,80.6588411315931
"81885",384.5,336.5,2,5241,4451,3,39,19,95,9,197,6055,60,90.7485971362529
"81886",385.5,336.5,2,5574,4647,7,48,15,45,8,149,6040,46,94.7196657645929
"81887",386.5,336.5,2,5585,4586,2,42,17,53,9,136,6043,55,93.4837719567932
"81888",387.5,336.5,2,5535,4492,6,50,19,58,14,140,6030,44,91.5792798595281
"81889",388.5,336.5,2,5508,4605,8,44,28,42,7,138,6040,45,93.8687224870914
"82065",64.5,335.5,2,5387,4082,6,56,17,53,8,459,6260,43,83.2724526267761
"82066",65.5,335.5,2,5099,4018,6,44,18,40,11,518,6586,32,81.9757771562977
"82067",66.5,335.5,2,5182,4049,5,48,21,41,2,455,6383,54,82.6038543373107
"82069",68.5,335.5,2,5169,3970,6,42,21,39,8,491,6591,44,81.0032705534389
"82070",69.5,335.5,2,5193,4028,3,57,24,47,2,522,6420,45,82.17838269856
"82098",97.5,335.5,2,5275,4001,3,45,17,37,10,477,6484,48,81.6313477344519
"82099",98.5,335.5,2,5271,4109,3,48,20,49,8,458,6396,47,83.8194875908841
"82386",385.5,335.5,2,5520,4343,6,53,28,82,3,217,6299,43,88.5604572798206
"82387",386.5,335.5,2,5576,4559,8,39,22,46,9,128,5929,41,92.9367369926851
"82388",387.5,335.5,2,5492,4592,9,40,22,41,8,146,6040,56,93.6053352821505
"82566",65.5,334.5,2,5233,3935,4,46,23,44,5,571,6450,48,80.2941511555211
"82567",66.5,334.5,2,5075,4072,7,52,23,60,6,463,6531,40,83.0698470845138
"82569",68.5,334.5,2,5122,3976,2,45,17,47,9,495,6491,50,81.1248338787963
"82570",69.5,334.5,2,5155,4022,3,54,19,54,6,502,6534,56,82.0568193732026
"82571",70.5,334.5,2,5257,3981,4,37,24,53,10,422,6314,43,81.2261366499274
"82581",80.5,334.5,2,5413,4373,8,54,13,41,9,275,6037,39,89.1682739066074
"82582",81.5,334.5,2,5281,4060,5,47,14,47,12,428,6350,46,82.8267204337991
"83066",65.5,333.5,2,5301,4053,6,44,21,46,7,460,6532,51,82.6848965542156
"83067",66.5,333.5,2,5350,4135,8,41,22,44,7,449,6469,47,84.346262000766
"83068",67.5,333.5,2,5204,4062,7,45,27,58,5,478,6315,48,82.8672415422516
"83070",69.5,333.5,2,5276,3979,8,53,18,46,13,498,6482,49,81.185615541475
"83081",80.5,333.5,2,5550,4471,7,45,16,46,5,208,6111,40,91.1538082207774
"83082",81.5,333.5,2,5572,4578,4,45,14,52,6,227,6053,41,93.3216875229834
"83566",65.5,332.5,2,5192,4102,3,44,12,48,11,470,6599,49,83.6776637113006
"83567",66.5,332.5,2,5181,3971,6,48,26,47,8,505,6690,47,81.0235311076652
"83568",67.5,332.5,2,5269,4093,6,34,15,35,10,438,6245,46,83.4953187232645
"83569",68.5,332.5,2,5062,3784,6,63,37,84,6,539,6636,47,77.2348074673612
"83570",69.5,332.5,2,5100,3923,4,50,28,46,9,494,6451,47,80.0510245048064
"83581",80.5,332.5,2,5264,4422,6,41,27,54,9,301,6216,37,90.1610410636924
"83582",81.5,332.5,2,5308,4524,5,40,21,51,8,215,6033,61,92.2276175947673
"84066",65.5,331.5,2,5153,3976,5,45,20,43,7,445,6343,40,81.1248338787963
"84067",66.5,331.5,2,5285,3912,2,34,19,38,2,470,6434,54,79.8281584083179
"84068",67.5,331.5,2,5110,3831,5,48,20,42,6,486,6508,47,78.1870535159937
"84069",68.5,331.5,2,5109,3843,7,51,27,51,13,482,6640,56,78.4301801667084
"84567",66.5,330.5,2,5315,4087,9,49,15,45,9,496,6749,56,83.3737553979072
"84568",67.5,330.5,2,5189,4059,3,49,18,44,9,478,6423,69,82.8064598795729
"84958",457.5,330.5,2,5221,4386,7,53,18,81,9,192,6063,61,89.4316611115483
"85068",67.5,329.5,2,5222,4072,9,46,17,50,8,443,6412,43,83.0698470845138
"85069",68.5,329.5,2,4864,3495,6,98,38,71,8,710,6838,44,71.3795072959824
"85468",467.5,329.5,2,5169,3744,5,54,29,32,8,508,6637,40,76.4243852983122
"85469",468.5,329.5,2,5157,3971,13,41,19,60,8,500,6536,59,81.0235311076652
"85470",469.5,329.5,2,5207,4027,4,52,22,51,4,510,6560,44,82.1581221443337
"85967",466.5,328.5,2,5275,4127,2,47,21,49,3,427,6452,53,84.1841775669562
"85968",467.5,328.5,2,5169,3861,4,35,18,47,11,498,6650,46,78.7948701427805
"85969",468.5,328.5,2,5356,3846,7,47,18,39,7,514,6532,47,78.4909618293871
"85970",469.5,328.5,2,5179,3890,10,41,19,45,9,488,6557,43,79.382426215341
"85971",470.5,328.5,2,5289,3933,5,43,18,65,6,518,6610,42,80.2536300470686
"85972",471.5,328.5,2,5007,3954,7,53,29,60,7,435,6468,44,80.6791016858193
"85973",472.5,328.5,2,5414,4089,0,43,15,45,8,480,6427,45,83.4142765063596
"85974",473.5,328.5,2,5128,3948,2,48,18,50,14,470,6596,54,80.557538360462
"85975",474.5,328.5,2,5224,4038,5,54,25,40,5,471,6475,41,82.3809882408222
"85976",475.5,328.5,2,5224,3724,8,86,32,57,8,567,6805,47,76.0191742137877
"86469",468.5,327.5,2,5165,3987,6,48,21,47,7,563,6599,51,81.3476999752848
"86470",469.5,327.5,2,5229,3918,7,37,14,32,5,563,6676,46,79.9497217336753
"86471",470.5,327.5,2,5172,4038,5,45,23,35,5,468,6537,34,82.3809882408222
"86473",472.5,327.5,2,5207,3937,3,47,29,59,6,489,6540,52,80.3346722639735
"86474",473.5,327.5,2,5127,4049,7,49,17,43,5,440,6539,49,82.6038543373107
"86475",474.5,327.5,2,5080,3762,7,71,35,41,3,567,6812,59,76.7890752743843
"86822",321.5,326.5,2,5143,4028,8,57,17,44,8,471,6522,56,82.17838269856
"86823",322.5,326.5,2,5275,4019,5,65,17,43,6,510,6538,29,81.9960377105239
"86824",323.5,326.5,2,5115,3860,1,51,32,39,10,478,6473,47,78.7746095885543
"86970",469.5,326.5,2,5003,3990,6,53,14,42,5,491,6488,43,81.4084816379634
"86971",470.5,326.5,2,5182,3967,9,50,25,39,5,554,6464,44,80.9424888907603
"86972",471.5,326.5,2,5251,3893,1,42,19,55,10,534,6723,51,79.4432078780197
"87322",321.5,325.5,2,5253,3987,6,52,26,46,10,482,6545,59,81.3476999752848
"87323",322.5,325.5,2,5044,3796,6,59,24,48,8,602,6443,34,77.4779341180759
"87822",321.5,324.5,2,5127,3997,3,47,14,39,7,548,6509,49,81.550305517547
"87823",322.5,324.5,2,5098,3769,7,44,22,44,7,556,6665,44,76.9308991539678
"88321",320.5,323.5,2,5107,3888,11,55,21,54,9,562,6708,65,79.3419051068885
"88322",321.5,323.5,2,5213,3998,7,48,19,39,8,516,6567,50,81.5705660717732
"88323",322.5,323.5,2,5147,4015,7,44,22,46,8,512,6477,39,81.914995493619
"88770",269.5,322.5,2,5079,3771,1,52,21,59,8,530,6293,44,76.9714202624203
"88821",320.5,322.5,2,5212,4072,4,51,19,33,7,522,6480,48,83.0698470845138
"88822",321.5,322.5,2,5203,4053,2,69,21,41,8,502,6548,45,82.6848965542156
"88823",322.5,322.5,2,5324,4026,5,52,21,45,12,428,6512,40,82.1378615901075
"90374",373.5,319.5,2,4971,3818,5,46,29,70,7,613,6673,46,77.9236663110528
"90874",373.5,318.5,2,5117,4023,1,32,20,46,11,416,6511,56,82.0770799274288
"90875",374.5,318.5,2,5160,3925,7,58,25,52,7,494,6434,58,80.0915456132588
"90876",375.5,318.5,2,5296,3819,8,50,21,35,7,482,6440,54,77.943926865279
"90877",376.5,318.5,2,5204,4125,2,46,24,43,4,456,6448,51,84.1436564585037
"90878",377.5,318.5,2,5209,3789,7,48,18,55,6,527,6447,49,77.3361102384923
"91374",373.5,317.5,2,5217,4088,9,56,31,54,8,477,6481,42,83.3940159521334
"91375",374.5,317.5,2,5194,3991,3,53,19,43,7,468,6506,49,81.4287421921896
"91376",375.5,317.5,2,5181,4051,6,46,8,30,6,470,6418,56,82.6443754457631
"91377",376.5,317.5,2,5153,3984,8,52,21,34,7,544,6523,51,81.2869183126061
"91872",371.5,316.5,2,4873,3684,4,71,36,99,11,613,7004,60,75.2087520447388
"91873",372.5,316.5,2,5239,4065,7,41,17,57,8,444,6464,31,82.9280232049303
"91874",373.5,316.5,2,5221,4072,2,63,11,47,8,476,6421,55,83.0698470845138
"91875",374.5,316.5,2,5223,4092,4,50,25,46,11,478,6449,50,83.4750581690383
"91884",383.5,316.5,2,5161,4169,9,62,27,96,3,298,6326,49,85.0351208444576
"91885",384.5,316.5,2,5315,4086,7,60,25,51,5,344,6321,53,83.353494843681
"92372",371.5,315.5,2,5132,4100,6,51,20,43,6,423,6357,51,83.6371426028481
"92373",372.5,315.5,2,5243,4015,6,51,17,43,8,467,6485,35,81.914995493619
"92374",373.5,315.5,2,5158,4002,5,48,16,49,9,481,6359,49,81.6516082886781
"92375",374.5,315.5,2,5234,4080,6,59,23,35,5,434,6401,36,83.2319315183236
"92385",384.5,315.5,2,5301,4221,6,50,20,48,4,384,6296,34,86.0886696642213
"92872",371.5,314.5,2,5407,4006,2,51,10,38,11,450,6335,47,81.732650505583
"92873",372.5,314.5,2,5207,4042,7,36,16,32,9,473,6536,38,82.4620304577271
"92874",373.5,314.5,2,5236,4152,4,38,13,33,7,411,6367,56,84.6906914226118
"93372",371.5,313.5,2,5378,4083,6,44,17,33,2,431,6392,44,83.2927131810023
"93373",372.5,313.5,2,5232,4080,8,45,16,34,7,392,6410,42,83.2319315183236
"93374",373.5,313.5,2,5188,3809,4,57,19,48,9,546,6502,53,77.7413213230168
"93872",371.5,312.5,2,5052,3807,2,42,27,43,10,621,6588,36,77.7008002145644
"93873",372.5,312.5,2,5352,4015,5,46,30,45,5,455,6314,51,81.914995493619
"94367",366.5,311.5,2,5231,4011,5,35,21,40,5,424,6515,46,81.8339532767141
"94372",371.5,311.5,2,5034,3868,2,39,25,38,7,582,6819,47,78.936694022364
"94397",396.5,311.5,2,4988,3440,9,47,31,44,9,702,6925,46,70.26517681354
"94867",366.5,310.5,2,5140,3900,5,38,23,35,4,490,6537,62,79.5850317576032
"94897",396.5,310.5,2,5166,3885,3,60,28,46,10,490,6519,37,79.2811234442099
"95058",57.5,309.5,2,5281,3916,7,49,21,42,7,467,6440,51,79.9092006252228
"95059",58.5,309.5,2,5237,4102,2,42,22,40,15,430,6424,49,83.6776637113006
"95060",59.5,309.5,2,5234,3885,4,48,16,54,9,447,6407,69,79.2811234442099
"95397",396.5,309.5,2,5396,4076,6,48,21,53,8,431,6439,51,83.1508893014187
"95556",55.5,308.5,2,5046,3923,5,58,25,78,5,514,6577,53,80.0510245048064
"95557",56.5,308.5,2,5198,3870,7,53,15,45,4,486,6251,45,78.9772151308165
"95558",57.5,308.5,2,5189,3931,4,44,22,52,12,567,6484,51,80.2131089386162
"95559",58.5,308.5,2,4912,3634,6,79,32,123,6,552,6545,49,74.1957243334275
"95560",59.5,308.5,2,5216,3854,4,49,22,46,7,512,6588,42,78.6530462631969
"95561",60.5,308.5,2,5230,4054,11,38,16,45,7,533,6447,41,82.7051571084418
"95562",61.5,308.5,2,5209,4038,3,46,18,57,11,451,6336,60,82.3809882408222
"95563",62.5,308.5,2,5327,4161,4,53,12,39,7,431,6418,53,84.8730364106478
"95564",63.5,308.5,2,5212,4098,5,53,24,42,5,443,6218,45,83.5966214943957
"95565",64.5,308.5,2,5088,3943,9,45,31,51,12,513,6536,48,80.4562355893309
"95897",396.5,308.5,2,5221,4048,4,47,23,49,9,464,6398,48,82.5835937830844
"96059",58.5,307.5,2,4826,3413,3,59,22,46,5,620,6730,57,69.718141849432
"96060",59.5,307.5,2,5097,3969,6,53,24,35,10,496,6469,43,80.9830099992127
"96061",60.5,307.5,2,5189,3931,6,68,25,49,6,452,6370,31,80.2131089386162
"96062",61.5,307.5,2,5100,4014,4,43,18,43,7,454,6448,55,81.8947349393928
"96063",62.5,307.5,2,5158,3931,7,53,27,48,7,468,6516,31,80.2131089386162
"96064",63.5,307.5,2,5287,4083,5,45,16,33,7,414,6551,35,83.2927131810023
"96065",64.5,307.5,2,5345,4051,2,50,19,45,10,458,6427,46,82.6443754457631
"96136",135.5,307.5,2,4958,3589,7,50,37,55,9,689,6749,54,73.2839993932474
"96137",136.5,307.5,2,5232,3955,3,37,16,38,6,510,6600,45,80.6993622400456
"96138",137.5,307.5,2,5311,4062,5,46,19,55,6,442,6457,47,82.8672415422516
"96139",138.5,307.5,2,5197,3993,6,47,27,47,7,466,6381,45,81.4692633006421
"96140",139.5,307.5,2,5011,3821,5,53,30,61,7,505,6406,63,77.9844479737315
"96397",396.5,307.5,2,5124,4086,2,37,24,30,2,406,6541,39,83.353494843681
"96563",62.5,306.5,2,5110,3791,6,56,34,62,9,532,6532,38,77.3766313469448
"96564",63.5,306.5,2,5105,4016,4,44,23,40,5,498,6581,44,81.9352560478453
"96565",64.5,306.5,2,5220,4077,8,38,19,44,7,480,6468,51,83.1711498556449
"96633",132.5,306.5,2,5039,3490,9,56,27,78,6,750,6780,52,71.2782045248512
"96634",133.5,306.5,2,5331,4114,4,37,17,39,8,431,6344,50,83.9207903620153
"96635",134.5,306.5,2,5146,4062,4,35,21,50,7,471,6274,59,82.8672415422516
"96636",135.5,306.5,2,5252,4137,7,38,20,43,8,476,6502,51,84.3867831092184
"96637",136.5,306.5,2,5295,4036,3,50,12,48,4,459,6435,52,82.3404671323698
"96638",137.5,306.5,2,5154,4007,6,35,21,43,4,494,6480,48,81.7529110598092
"96639",138.5,306.5,2,5198,4092,8,41,18,53,9,432,6496,47,83.4750581690383
"96640",139.5,306.5,2,5355,4134,3,51,17,49,2,479,6364,45,84.3260014465397
"96641",140.5,306.5,2,5216,3953,2,37,19,51,15,564,6496,51,80.6588411315931
"96642",141.5,306.5,2,5227,3918,2,48,22,42,5,523,6607,43,79.9497217336753
"96897",396.5,306.5,2,5313,3998,6,61,23,39,7,427,6543,44,81.5705660717732
"97049",48.5,305.5,2,5209,3986,7,58,22,42,6,461,6361,43,81.3274394210585
